Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,11:57:11.680,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
2,11:57:13.666,Pigeon,pistol,0.001s,1,1,1,100,200,0.5,false
3,11:57:16.381,Pigeon3,pistol,1.377s,2,1,0.5,100,400,0.25,false
4,11:57:18.164,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
5,11:57:33.054,Pigeon4,pistol,13.061s,7,1,0.143,100,1400,0.071,false
6,11:57:39.824,Pigeon2,pistol,5.558s,5,1,0.2,100,1000,0.1,false
7,11:57:42.580,Pigeon4,pistol,1.435s,2,1,0.5,100,400,0.25,false
8,11:57:51.844,Pigeon5,pistol,7.564s,4,1,0.25,100,800,0.125,false
9,11:58:07.625,Pigeon5,pistol,12.532s,6,1,0.167,100,1200,0.083,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,30,9,900.0,6000.0,

Kills:,9
Deaths:,0
Fight Time:,41.528
Avg TTK:,6.667
Damage Done:,900.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,21
Distance Traveled:,0.0
Score:,90.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.8.2
Challenge Start:,11:57:10.528
Pause Count:,11
Pause Duration:,247

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,296.925049
Resolution Scale,100.0
