Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,23:16:21.557,Pigeon,pistol,0s,1,1,1,100,200,0.5,false
2,23:16:24.208,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
3,23:16:25.681,Pigeon4,pistol,0.001s,1,1,1,100,200,0.5,false
4,23:16:31.236,Pigeon5,pistol,3.232s,2,1,0.5,100,400,0.25,false
5,23:16:33.991,Pigeon5,pistol,1.757s,2,1,0.5,100,400,0.25,false
6,23:16:36.554,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
7,23:16:40.561,Pigeon2,pistol,1.215s,2,1,0.5,100,400,0.25,false
8,23:16:46.683,Pigeon,pistol,4.468s,4,1,0.25,100,800,0.125,false
9,23:16:49.018,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
10,23:16:54.094,Pigeon,pistol,4.391s,3,1,0.333,100,600,0.167,false
11,23:16:59.081,Pigeon5,pistol,3.781s,3,1,0.333,100,600,0.167,false
12,23:17:00.601,Pigeon3,pistol,0.001s,1,1,1,100,200,0.5,false
13,23:17:04.364,Pigeon,pistol,2.231s,2,1,0.5,100,400,0.25,false
14,23:17:07.898,Pigeon4,pistol,2.12s,2,1,0.5,100,400,0.25,false
15,23:17:12.194,Pigeon2,pistol,3.055s,3,1,0.333,100,600,0.167,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,34,15,1500.0,6800.0,

Kills:,15
Deaths:,0
Fight Time:,26.252001
Avg TTK:,4.007
Damage Done:,1500.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,19
Distance Traveled:,0.0
Score:,150.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.8.6
Challenge Start:,23:16:20.546
Pause Count:,10
Pause Duration:,14

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,292.76828
Resolution Scale,100.0
