Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,18:45:27.448,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
2,18:45:32.457,Pigeon4,pistol,3.462s,2,1,0.5,100,400,0.25,false
3,18:45:35.720,Pigeon4,pistol,1.891s,2,1,0.5,100,400,0.25,false
4,18:45:37.345,Pigeon,pistol,0.328s,2,1,0.5,100,400,0.25,false
5,18:45:39.036,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
6,18:45:42.747,Pigeon5,pistol,1.944s,4,1,0.25,100,800,0.125,false
7,18:45:48.994,Pigeon4,pistol,5.822s,11,1,0.091,100,2200,0.045,false
8,18:45:50.720,Pigeon4,pistol,0.527s,2,1,0.5,100,400,0.25,false
9,18:45:51.977,Pigeon5,pistol,0.001s,1,1,1,100,200,0.5,false
10,18:45:58.302,Pigeon4,pistol,5.573s,9,1,0.111,100,1800,0.056,false
11,18:45:59.134,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
12,18:46:00.662,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
13,18:46:06.198,Pigeon4,pistol,4.547s,7,1,0.143,100,1400,0.071,false
14,18:46:12.002,Pigeon5,pistol,3.149s,5,1,0.2,100,1000,0.1,false
15,18:46:15.891,Pigeon3,pistol,2.459s,2,1,0.5,100,400,0.25,false
16,18:46:17.478,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
17,18:46:22.658,Pigeon5,pistol,3.75s,6,1,0.167,100,1200,0.083,false
18,18:46:24.402,Pigeon5,pistol,0.358s,2,1,0.5,100,400,0.25,false
19,18:46:25.597,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,61,19,1900.0,12200.0,
LG,0,0,0.0,0.0,

Kills:,19
Deaths:,0
Fight Time:,33.811001
Avg TTK:,0
Damage Done:,1900.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,650.983582
Scenario:,POPCORN
Hash:,21f0bc5b7d01c9cc8a25f4e5a195770b
Game Version:,2.0.5.3
Challenge Start:,18:45:25.943
Pause Count:,5
Pause Duration:,29

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,dot.png
Crosshair Scale:,0.6
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.626312
Resolution Scale,100.0
