Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,01:47:06.856,Pigeon5,Track Master 100,4.864s,466,51,0.109,51,466,0.109,false
2,01:47:10.499,Pigeon3,Track Master 100,3.392s,305,50,0.164,50,305,0.164,false
3,01:47:15.967,Pigeon5,Track Master 100,5.216s,472,49,0.104,49,472,0.104,false
4,01:47:23.404,Pigeon3,Track Master 100,7.179s,677,50,0.074,50,677,0.074,false
5,01:47:37.103,Pigeon4,Track Master 100,13.448s,949,67,0.071,67,949,0.071,false
6,01:47:41.494,Pigeon3,Track Master 100,4.134s,375,50,0.133,50,375,0.133,false
7,01:47:46.169,Pigeon5,Track Master 100,4.422s,364,50,0.137,50,364,0.137,false
8,01:47:50.486,Pigeon4,Track Master 100,4.059s,395,51,0.129,51,395,0.129,false
9,01:47:54.237,Pigeon4,Track Master 100,3.497s,351,32,0.091,32,351,0.091,false
10,01:47:56.497,Pigeon3,Track Master 100,2.011s,159,50,0.314,50,159,0.314,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Track Master 100,4919,539,539.0,4919.0,

Kills:,10
Deaths:,0
Fight Time:,52.222
Avg TTK:,5.99
Damage Done:,539.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,639.0
Scenario:,Popcorn Goated Tracking
Hash:,3c6e9bb11aea505c97feeae87bae7983
Game Version:,v2.8.2
Challenge Start:,01:47:01.137
Pause Count:,6
Pause Duration:,312

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.105103
Resolution Scale,100.0
