Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,04:32:19.347,Quaker Bot Fast Strafes,Manwing,14.632s,17,4,0.235,400,1700,0.235,false
2,04:32:27.056,Quaker Bot Fast Strafes,Manwing,5.551s,9,4,0.444,400,900,0.444,false
3,04:32:32.845,Quaker Bot Fast Strafes,Manwing,3.502s,6,4,0.667,400,600,0.667,false
4,04:32:45.936,Quaker Bot Fast Strafes,Manwing,10.756s,13,4,0.308,400,1300,0.308,false
5,04:32:59.595,Quaker Bot Fast Strafes,Manwing,11.276s,17,5,0.294,450,1700,0.265,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Manwing,66,23,2250.0,6600.0,

Kills:,5
Deaths:,0
Fight Time:,45.716999
Avg TTK:,0
Damage Done:,2250.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,726.7771
Score:,6750.0
Scenario:,CLS Click Robots
Hash:,dd83c382bbd2666be67d2bc8dc65405f
Game Version:,2.0.5.3
Challenge Start:,04:32:03.916
Pause Count:,61
Pause Duration:,390

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.585907
Resolution Scale,100.0
