Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,02:04:42.296,Pigeon2,pistol,4.166s,3,1,0.333,100,600,0.167,false
2,02:04:47.158,Pigeon,pistol,3.41s,3,1,0.333,100,600,0.167,false
3,02:04:51.945,Pigeon3,pistol,3.429s,3,1,0.333,100,600,0.167,false
4,02:05:01.968,Pigeon2,pistol,8.289s,6,1,0.167,100,1200,0.083,false
5,02:05:08.169,Pigeon5,pistol,5.126s,4,1,0.25,100,800,0.125,false
6,02:05:13.788,Pigeon4,pistol,3.487s,3,1,0.333,100,600,0.167,false
7,02:05:19.339,Pigeon,pistol,3.275s,3,1,0.333,100,600,0.167,false
8,02:05:24.480,Pigeon2,pistol,2.603s,2,1,0.5,100,400,0.25,false
9,02:05:27.119,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,33,9,900.0,6600.0,

Kills:,9
Deaths:,0
Fight Time:,33.785
Avg TTK:,6.667
Damage Done:,900.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,24
Distance Traveled:,0.0
Score:,90.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.8.5
Challenge Start:,02:04:36.968
Pause Count:,8
Pause Duration:,59

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.63916
Resolution Scale,100.0
