Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,04:36:21.615,Pasu Semi Dodge,pistol,0.773s,3,2,0.667,20,60,0.333,false
2,04:36:22.780,Pasu Semi Dodge,pistol,0.699s,3,2,0.667,20,60,0.333,false
3,04:36:23.635,Pasu Semi Dodge,pistol,0.388s,2,2,1,20,40,0.5,false
4,04:36:26.969,Pasu Semi Dodge,pistol,2.881s,7,3,0.429,30,140,0.214,false
5,04:36:28.210,Pasu Semi Dodge,pistol,0.845s,3,1,0.333,10,60,0.167,false
6,04:36:29.597,Pasu Semi Dodge,pistol,0.857s,3,2,0.667,20,60,0.333,false
7,04:36:32.939,Pasu Semi Dodge,pistol,2.746s,7,2,0.286,20,140,0.143,false
8,04:36:34.282,Pasu Semi Dodge,pistol,0.742s,3,2,0.667,20,60,0.333,false
9,04:36:35.168,Pasu Semi Dodge,pistol,0.371s,2,2,1,20,40,0.5,false
10,04:36:36.756,Pasu Semi Dodge,pistol,1.141s,4,2,0.5,20,80,0.25,false
11,04:36:37.593,Pasu Semi Dodge,pistol,0.39s,2,2,1,20,40,0.5,false
12,04:36:38.409,Pasu Semi Dodge,pistol,0.406s,2,2,1,20,40,0.5,false
13,04:36:39.542,Pasu Semi Dodge,pistol,0.648s,3,2,0.667,20,60,0.333,false
14,04:36:42.038,Pasu Semi Dodge,pistol,2.024s,6,2,0.333,20,120,0.167,false
15,04:36:42.847,Pasu Semi Dodge,pistol,0.347s,2,2,1,20,40,0.5,false
16,04:36:44.107,Pasu Semi Dodge,pistol,0.764s,3,2,0.667,20,60,0.333,false
17,04:36:45.363,Pasu Semi Dodge,pistol,0.756s,3,2,0.667,20,60,0.333,false
18,04:36:46.561,Pasu Semi Dodge,pistol,0.721s,3,2,0.667,20,60,0.333,false
19,04:36:48.165,Pasu Semi Dodge,pistol,1.168s,4,2,0.5,20,80,0.25,false
20,04:36:49.543,Pasu Semi Dodge,pistol,0.75s,3,2,0.667,20,60,0.333,false
21,04:36:53.154,Pasu Semi Dodge,pistol,3.039s,6,2,0.333,20,120,0.167,false
22,04:36:54.410,Pasu Semi Dodge,pistol,0.808s,3,2,0.667,20,60,0.333,false
23,04:36:57.531,Pasu Semi Dodge,pistol,2.713s,5,2,0.4,20,100,0.2,false
24,04:37:00.761,Pasu Semi Dodge,pistol,2.401s,5,2,0.4,20,100,0.2,false
25,04:37:03.842,Pasu Semi Dodge,pistol,2.215s,5,2,0.4,20,100,0.2,false
26,04:37:07.293,Pasu Semi Dodge,pistol,2.926s,7,3,0.429,30,140,0.214,false
27,04:37:08.842,Pasu Semi Dodge,pistol,1.083s,4,1,0.25,10,80,0.125,false
28,04:37:12.219,Pasu Semi Dodge,pistol,2.427s,5,2,0.4,20,100,0.2,false
29,04:37:15.861,Pasu Semi Dodge,pistol,2.956s,5,2,0.4,20,100,0.2,false
30,04:37:18.030,Pasu Semi Dodge,pistol,1.194s,4,2,0.5,20,80,0.25,false
31,04:37:18.935,Pasu Semi Dodge,pistol,0.418s,2,2,1,20,40,0.5,false
32,04:37:20.489,Pasu Semi Dodge,pistol,0.968s,3,2,0.667,20,60,0.333,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,123,64,640.0,2460.0,

Kills:,32
Deaths:,0
Fight Time:,42.564999
Avg TTK:,2.397
Damage Done:,640.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,10
Distance Traveled:,0.0
Score:,64.0
Scenario:,tamspeed 2bpes 2-clicks
Hash:,d38228ef74bf19b11e8f250dc26fa397
Game Version:,v2.8.6
Challenge Start:,04:36:20.171
Pause Count:,13
Pause Duration:,43

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,370.428314
Resolution Scale,100.0
