Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,21:51:52.809,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
2,21:52:08.409,Pigeon4,pistol,12.858s,7,1,0.143,100,1400,0.071,false
3,21:52:09.604,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
4,21:52:41.117,Pigeon2,pistol,29.449s,11,1,0.091,100,2200,0.045,false
5,21:52:49.359,Pigeon5,pistol,7.097s,5,1,0.2,100,1000,0.1,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,26,5,500.0,5200.0,

Kills:,5
Deaths:,0
Fight Time:,49.403999
Avg TTK:,0
Damage Done:,500.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,21
Distance Traveled:,0.0
Score:,50.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,2.0.5.0
Challenge Start:,21:51:51.645
Pause Count:,13
Pause Duration:,472

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,dot.png
Crosshair Scale:,0.6
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,288.279877
Resolution Scale,100.0
