Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,04:43:35.279,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
2,04:43:45.135,Pigeon,pistol,8.57s,7,1,0.143,100,1400,0.071,false
3,04:43:46.616,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
4,04:43:52.308,Pigeon,pistol,4.444s,4,1,0.25,100,800,0.125,false
5,04:43:54.211,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
6,04:44:11.512,Pigeon2,pistol,15.764s,8,1,0.125,100,1600,0.062,false
7,04:44:14.627,Pigeon5,pistol,1.903s,2,1,0.5,100,400,0.25,false
8,04:44:16.325,Pigeon3,pistol,0.001s,1,1,1,100,200,0.5,false
9,04:44:23.639,Pigeon4,pistol,6.173s,5,1,0.2,100,1000,0.1,false
10,04:44:26.559,Pigeon3,pistol,1.691s,2,1,0.5,100,400,0.25,false
11,04:44:27.995,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,36,11,1100.0,7200.0,

Kills:,11
Deaths:,0
Fight Time:,38.546001
Avg TTK:,0
Damage Done:,1100.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,25
Distance Traveled:,0.0
Score:,110.0
Scenario:,Popcorn Sparky
Hash:,59515d3a0a5808045985f4e8ef3ffb5e
Game Version:,2.0.5.3
Challenge Start:,04:43:33.969
Pause Count:,57
Pause Duration:,876

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.79071
Resolution Scale,100.0
