Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,02:41:55.104,Pigeon,LG,4.65s,87,20,0.23,120,522,0.23,false
2,02:41:58.949,Pigeon,LG,3.519s,66,20,0.303,120,396,0.303,false
3,02:42:06.040,Pigeon,LG,6.766s,126,35,0.278,210,756,0.278,false
4,02:42:08.470,Pigeon,LG,2.11s,40,5,0.125,30,240,0.125,false
5,02:42:13.614,Pigeon,LG,4.816s,90,22,0.244,132,540,0.244,false
6,02:42:16.643,Pigeon,LG,2.703s,51,20,0.392,120,306,0.392,false
7,02:42:19.620,Pigeon,LG,2.65s,50,18,0.36,108,300,0.36,false
8,02:42:22.218,Pigeon,LG,2.272s,43,20,0.465,120,258,0.465,false
9,02:42:25.034,Pigeon,LG,2.488s,47,20,0.426,120,282,0.426,false
10,02:42:27.738,Pigeon,LG,2.382s,45,20,0.444,120,270,0.444,false
11,02:42:32.012,Pigeon,LG,3.949s,74,20,0.27,120,444,0.27,false
12,02:42:35.910,Pigeon,LG,3.57s,67,21,0.313,126,402,0.313,false
13,02:42:39.537,Pigeon,LG,3.322s,56,20,0.357,120,336,0.357,false
14,02:42:42.917,Pigeon,LG,3.087s,58,20,0.345,120,348,0.345,false
15,02:42:45.944,Pigeon,LG,2.704s,51,20,0.392,120,306,0.392,false
16,02:42:49.295,Pigeon,LG,3.139s,59,20,0.339,120,354,0.339,false
17,02:42:52.516,Pigeon,LG,2.272s,43,20,0.465,120,258,0.465,false
18,02:42:54.873,Pigeon,LG,2.035s,37,19,0.514,114,222,0.514,false
19,02:42:57.795,Pigeon,LG,2.598s,49,20,0.408,120,294,0.408,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1177,392,2352.0,7062.0,

Kills:,19
Deaths:,0
Fight Time:,61.032001
Avg TTK:,4.363
Damage Done:,2352.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,19.0
Scenario:,fuglaab180t
Hash:,d34e45dd8eeddb71fbbf8fb7f1830f86
Game Version:,v2.8.5
Challenge Start:,02:41:49.252
Pause Count:,6
Pause Duration:,120

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,344.194305
Resolution Scale,100.0
