Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,02:51:05.165,High,B180T LG,4.056s,76,28,0.368,28,76,0.368,false
2,02:51:10.847,Mid,B180T LG,5.358s,100,43,0.43,43,100,0.43,false
3,02:51:16.802,Mid,B180T LG,5.628s,105,47,0.448,47,105,0.448,false
4,02:51:19.289,Low,B180T LG,2.166s,41,20,0.488,20,41,0.488,false
5,02:51:20.860,Mid,B180T LG,1.245s,24,14,0.583,14,24,0.583,false
6,02:51:28.167,High,B180T LG,6.982s,130,49,0.377,49,130,0.377,false
7,02:51:29.303,Mid,B180T LG,0.811s,16,10,0.625,10,16,0.625,false
8,02:51:31.792,High,B180T LG,2.166s,41,19,0.463,19,41,0.463,false
9,02:51:36.771,Mid,B180T LG,4.656s,87,46,0.529,46,87,0.529,false
10,02:51:42.887,Low,B180T LG,5.791s,108,47,0.435,47,108,0.435,false
11,02:51:47.433,Low,B180T LG,4.224s,79,31,0.392,31,79,0.392,false
12,02:51:52.191,Low,B180T LG,4.438s,83,31,0.373,31,83,0.373,false
13,02:51:55.168,Mid,B180T LG,2.652s,50,25,0.5,25,50,0.5,false
14,02:51:56.088,Mid,B180T LG,0.595s,12,10,0.833,10,12,0.833,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
B180T LG,1030,455,455.0,1030.0,

Kills:,14
Deaths:,0
Fight Time:,50.768002
Avg TTK:,5.032
Damage Done:,455.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,14.0
Scenario:,B180T Voltaic Regen
Hash:,f1ce4e3fb474018946691172a1dfdf3d
Game Version:,v2.8.5
Challenge Start:,02:51:00.286
Pause Count:,12
Pause Duration:,155

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,343.677246
Resolution Scale,100.0
