Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,02:47:26.030,Pigeon,LG,2.541s,48,21,0.438,126,288,0.438,false
2,02:47:28.681,Pigeon,LG,2.328s,44,20,0.455,120,264,0.455,false
3,02:47:32.523,Pigeon,LG,3.519s,66,19,0.288,114,396,0.288,false
4,02:47:35.607,Pigeon,LG,2.761s,52,20,0.385,120,312,0.385,false
5,02:47:37.934,Pigeon,LG,2.002s,38,20,0.526,120,228,0.526,false
6,02:47:40.857,Pigeon,LG,2.598s,49,20,0.408,120,294,0.408,false
7,02:47:43.996,Pigeon,LG,2.817s,53,20,0.377,120,318,0.377,false
8,02:47:47.840,Pigeon,LG,3.519s,66,20,0.303,120,396,0.303,false
9,02:47:52.600,Pigeon,LG,4.437s,83,20,0.241,120,498,0.241,false
10,02:47:54.875,Pigeon,LG,1.951s,37,20,0.541,120,222,0.541,false
11,02:47:57.848,Pigeon,LG,2.65s,50,20,0.4,120,300,0.4,false
12,02:48:00.665,Pigeon,LG,2.491s,47,20,0.426,120,282,0.426,false
13,02:48:02.394,Pigeon,LG,1.407s,27,20,0.741,120,162,0.741,false
14,02:48:06.077,Pigeon,LG,3.355s,63,20,0.317,120,378,0.317,false
15,02:48:09.322,Pigeon,LG,2.922s,55,20,0.364,120,330,0.364,false
16,02:48:12.570,Pigeon,LG,2.924s,55,20,0.364,120,330,0.364,false
17,02:48:17.872,Pigeon,LG,4.979s,93,20,0.215,120,558,0.215,false
18,02:48:52.231,Pigeon,LG,34.031s,58,22,0.379,132,348,0.379,false
19,02:48:56.181,Pigeon,LG,3.611s,68,20,0.294,120,408,0.294,false
20,02:48:59.048,Pigeon,LG,2.544s,48,20,0.417,120,288,0.417,false
21,02:49:02.403,Pigeon,LG,3.029s,57,20,0.351,120,342,0.351,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1167,428,2568.0,7002.0,

Kills:,21
Deaths:,0
Fight Time:,92.416
Avg TTK:,3.954
Damage Done:,2568.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,21.0
Scenario:,fuglaab180t
Hash:,d34e45dd8eeddb71fbbf8fb7f1830f86
Game Version:,v2.8.5
Challenge Start:,02:48:49.366
Pause Count:,10
Pause Duration:,153

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,344.034851
Resolution Scale,100.0
