Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:27:33.505,Quaker Bot Fast Strafes,LG,7.957s,174,50,0.287,300,1044,0.287,false
2,19:27:40.449,Quaker Bot Fast Strafes,LG,6.669s,122,50,0.41,300,732,0.41,false
3,19:27:48.563,Quaker Bot Fast Strafes,LG,7.838s,141,50,0.355,300,846,0.355,false
4,19:27:57.849,Quaker Bot Fast Strafes,LG,9.01s,174,50,0.287,300,1044,0.287,false
5,19:28:06.980,Quaker Bot Fast Strafes,LG,8.856s,165,50,0.303,300,990,0.303,false
6,19:28:14.833,Quaker Bot Fast Strafes,LG,7.574s,142,50,0.352,300,852,0.352,false
7,19:28:22.253,Quaker Bot Fast Strafes,LG,7.145s,130,50,0.385,300,780,0.385,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1085,359,2154.0,6510.0,

Kills:,7
Deaths:,0
Fight Time:,55.049
Avg TTK:,0
Damage Done:,2154.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,6462.0
Scenario:,Midrange Fast Strafes V2
Hash:,f8b3a53c2d64810c6b74f5d69474f711
Game Version:,2.0.5.3
Challenge Start:,19:27:24.938
Pause Count:,12
Pause Duration:,82

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,dot.png
Crosshair Scale:,0.6
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.875732
Resolution Scale,100.0
