Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,13:55:20.878,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
2,13:55:31.564,Pigeon,pistol,9.367s,7,1,0.143,100,1400,0.071,false
3,13:55:32.819,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
4,13:55:46.297,Pigeon2,pistol,12.554s,10,1,0.1,100,2000,0.05,false
5,13:55:49.851,Pigeon3,pistol,1.412s,2,1,0.5,100,400,0.25,false
6,13:55:50.842,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
7,13:55:57.563,Pigeon4,pistol,5.55s,4,1,0.25,100,800,0.125,false
8,13:56:03.203,Pigeon3,pistol,4.432s,4,1,0.25,100,800,0.125,false
9,13:56:13.617,Pigeon4,pistol,9.741s,6,1,0.167,100,1200,0.083,false
10,13:56:15.487,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
11,13:56:16.949,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
12,13:56:17.957,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,40,12,1200.0,8000.0,

Kills:,12
Deaths:,0
Fight Time:,43.056
Avg TTK:,0
Damage Done:,1200.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,28
Distance Traveled:,0.0
Score:,120.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.6.3
Challenge Start:,13:55:19.272
Pause Count:,39
Pause Duration:,686

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,400
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,292.171326
Resolution Scale,100.0
