Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,05:21:33.652,Pigeon4,pistol,1.97s,2,1,0.5,100,400,0.25,false
2,05:21:34.685,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
3,05:21:37.730,Pigeon5,pistol,1.629s,2,1,0.5,100,400,0.25,false
4,05:21:39.146,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
5,05:21:40.740,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
6,05:21:42.958,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
7,05:21:49.147,Pigeon2,pistol,4.806s,4,1,0.25,100,800,0.125,false
8,05:21:54.995,Pigeon4,pistol,4.461s,4,1,0.25,100,800,0.125,false
9,05:22:01.654,Pigeon5,pistol,5.358s,4,1,0.25,100,800,0.125,false
10,05:22:07.759,Pigeon2,pistol,5.206s,4,1,0.25,100,800,0.125,false
11,05:22:14.295,Pigeon,pistol,5.357s,4,1,0.25,100,800,0.125,false
12,05:22:18.088,Pigeon5,pistol,2.188s,2,1,0.5,100,400,0.25,false
13,05:22:25.327,Pigeon,pistol,5.027s,4,1,0.25,100,800,0.125,false
14,05:22:27.698,Pigeon,pistol,1.246s,2,1,0.5,100,400,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,38,14,1400.0,7600.0,

Kills:,14
Deaths:,0
Fight Time:,37.248001
Avg TTK:,0
Damage Done:,1400.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,24
Distance Traveled:,0.0
Score:,140.0
Scenario:,Popcorn Sparky
Hash:,59515d3a0a5808045985f4e8ef3ffb5e
Game Version:,2.0.5.3
Challenge Start:,05:21:30.760
Pause Count:,16
Pause Duration:,36

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.825806
Resolution Scale,100.0
