Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,18:34:59.226,Pigeon4,pistol,5.749s,4,1,0.25,100,800,0.125,false
2,18:35:13.802,Pigeon5,pistol,13.338s,7,1,0.143,100,1400,0.071,false
3,18:35:17.679,Pigeon3,pistol,1.965s,2,1,0.5,100,400,0.25,false
4,18:35:20.417,Pigeon2,pistol,1.312s,2,1,0.5,100,400,0.25,false
5,18:35:30.545,Pigeon,pistol,9.036s,7,1,0.143,100,1400,0.071,false
6,18:35:32.287,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
7,18:35:36.595,Pigeon3,pistol,2.386s,2,1,0.5,100,400,0.25,false
8,18:35:38.127,Pigeon5,pistol,0.001s,1,1,1,100,200,0.5,false
9,18:35:44.235,Pigeon2,pistol,4.624s,4,1,0.25,100,800,0.125,false
10,18:35:45.449,Pigeon,pistol,0.001s,1,1,1,100,200,0.5,false
11,18:35:49.405,Pigeon4,pistol,1.981s,2,1,0.5,100,400,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,33,11,1100.0,6600.0,

Kills:,11
Deaths:,0
Fight Time:,40.393002
Avg TTK:,5.445
Damage Done:,1100.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,22
Distance Traveled:,0.0
Score:,110.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.8.2
Challenge Start:,18:34:52.111
Pause Count:,8
Pause Duration:,24

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,296.728638
Resolution Scale,100.0
