Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,20:13:28.791,tamtssh,Poke-Drill,2.037s,205,102,0.498,102,205,0.498,false
2,20:13:30.120,tamtssa,Poke-Drill,1.075s,87,65,0.747,65,87,0.747,false
3,20:13:31.168,tamtssh,Poke-Drill,0.794s,54,50,0.926,50,54,0.926,false
4,20:13:36.040,tamtssa,Poke-Drill,3.976s,399,232,0.581,232,399,0.581,false
5,20:13:37.782,tamtssa,Poke-Drill,1.488s,113,77,0.681,77,113,0.681,false
6,20:13:40.959,tamtssh,Poke-Drill,2.917s,247,147,0.595,147,247,0.595,false
7,20:13:42.782,tamtssa,Poke-Drill,1.565s,118,62,0.525,62,118,0.525,false
8,20:13:47.877,tamtssa,Poke-Drill,4.844s,373,208,0.558,208,373,0.558,false
9,20:13:49.121,tamtssa,Poke-Drill,0.987s,69,60,0.87,60,69,0.87,false
10,20:13:53.206,tamtssh,Poke-Drill,3.84s,298,164,0.55,164,298,0.55,false
11,20:13:56.151,tamtssa,Poke-Drill,2.56s,257,160,0.623,160,257,0.623,false
12,20:13:57.967,tamtssh,Poke-Drill,0.989s,100,50,0.5,50,100,0.5,false
13,20:13:59.299,tamtssh,Poke-Drill,1.074s,72,60,0.833,60,72,0.833,false
14,20:14:03.390,tamtssa,Poke-Drill,3.838s,319,150,0.47,150,319,0.47,false
15,20:14:06.547,tamtssh,Poke-Drill,2.897s,92,60,0.652,60,92,0.652,false
16,20:14:09.379,tamtssh,Poke-Drill,2.574s,213,102,0.479,102,213,0.479,false
17,20:14:11.372,tamtssa,Poke-Drill,1.743s,146,79,0.541,79,146,0.541,false
18,20:14:12.539,tamtssh,Poke-Drill,0.708s,72,50,0.694,50,72,0.694,false
19,20:14:16.465,tamtssh,Poke-Drill,3.097s,311,167,0.537,167,311,0.537,false
20,20:14:19.011,tamtssh,Poke-Drill,1.738s,175,97,0.554,97,175,0.554,false
21,20:14:22.025,tamtssh,Poke-Drill,2.761s,269,137,0.509,137,269,0.509,false
22,20:14:23.907,tamtssa,Poke-Drill,1.624s,118,77,0.653,77,118,0.653,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Poke-Drill,4272,2457,2457.0,4272.0,

Kills:,22
Deaths:,0
Fight Time:,49.125999
Avg TTK:,0
Damage Done:,2457.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,22.0
Scenario:,tamTS smooth Lapu4 10% large
Hash:,b9675e688529fc354d180923a44e8da8
Game Version:,v2.6.4
Challenge Start:,20:13:25.689
Pause Count:,18
Pause Duration:,1812

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,400
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,293.480957
Resolution Scale,100.0
