Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,12:54:27.070,Quaker Bot Fast Strafes,LG,3.403s,75,50,0.667,300,450,0.667,false
2,12:54:33.433,Quaker Bot Fast Strafes,LG,6.088s,110,50,0.455,300,660,0.455,false
3,12:54:40.074,Quaker Bot Fast Strafes,LG,6.366s,115,50,0.435,300,690,0.435,false
4,12:54:48.045,Quaker Bot Fast Strafes,LG,7.692s,143,50,0.35,300,858,0.35,false
5,12:54:55.848,Quaker Bot Fast Strafes,LG,7.525s,137,50,0.365,300,822,0.365,false
6,12:55:02.185,Quaker Bot Fast Strafes,LG,6.062s,107,50,0.467,300,642,0.467,false
7,12:55:10.294,Quaker Bot Fast Strafes,LG,7.834s,138,50,0.362,300,828,0.362,false
8,12:55:17.181,Quaker Bot Fast Strafes,LG,6.611s,122,50,0.41,300,732,0.41,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1043,423,2538.0,6258.0,

Kills:,8
Deaths:,0
Fight Time:,51.581001
Avg TTK:,0
Damage Done:,2538.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,7614.0
Scenario:,Midrange Fast Strafes V2
Hash:,f8b3a53c2d64810c6b74f5d69474f711
Game Version:,v2.6.3
Challenge Start:,12:54:22.736
Pause Count:,9
Pause Duration:,452

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,400
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.858856
Resolution Scale,100.0
