Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,17:09:42.456,Watcher Bot Long Strafes,Manwing,1.931s,4,2,0.5,800,1600,0.5,false
2,17:09:43.825,Watcher Bot Long Strafes,Manwing,0.621s,2,2,1,800,800,1,false
3,17:09:47.492,Watcher Bot Long Strafes,Manwing,2.947s,6,3,0.5,1000,2400,0.417,false
4,17:09:49.274,Watcher Bot Long Strafes,Manwing,1.01s,3,2,0.667,800,1200,0.667,false
5,17:09:49.789,Watcher Bot Long Strafes,Manwing,0s,1,1,1,400,400,1,false
6,17:09:51.762,Watcher Bot Long Strafes,Manwing,1.359s,4,2,0.5,600,1600,0.375,false
7,17:09:53.859,Watcher Bot Long Strafes,Manwing,1.228s,3,2,0.667,800,1200,0.667,false
8,17:10:01.352,Watcher Bot Long Strafes,Manwing,6.766s,10,3,0.3,1000,4000,0.25,false
9,17:10:02.564,Watcher Bot Long Strafes,Manwing,0s,1,1,1,400,400,1,false
10,17:10:04.496,Watcher Bot Long Strafes,Manwing,1.171s,3,2,0.667,800,1200,0.667,false
11,17:10:10.714,Watcher Bot Long Strafes,Manwing,5.244s,7,2,0.286,800,2800,0.286,false
12,17:10:13.126,Watcher Bot Long Strafes,Manwing,1.742s,4,2,0.5,800,1600,0.5,false
13,17:10:15.107,Watcher Bot Long Strafes,Manwing,1.173s,3,2,0.667,800,1200,0.667,false
14,17:10:17.484,Watcher Bot Long Strafes,Manwing,1.276s,3,2,0.667,800,1200,0.667,false
15,17:10:20.169,Watcher Bot Long Strafes,Manwing,1.983s,4,2,0.5,800,1600,0.5,false
16,17:10:22.211,Watcher Bot Long Strafes,Manwing,0.907s,2,2,1,800,800,1,false
17,17:10:24.322,Watcher Bot Long Strafes,Manwing,1.141s,3,2,0.667,800,1200,0.667,false
18,17:10:25.765,Watcher Bot Long Strafes,Manwing,0.453s,2,2,1,800,800,1,false
19,17:10:27.667,Watcher Bot Long Strafes,Manwing,1.33s,3,2,0.667,800,1200,0.667,false
20,17:10:30.781,Watcher Bot Long Strafes,Manwing,2.464s,5,2,0.4,800,2000,0.4,false
21,17:10:32.003,Watcher Bot Long Strafes,Manwing,0.541s,2,2,1,800,800,1,false
22,17:10:34.911,Watcher Bot Long Strafes,Manwing,2.327s,5,2,0.4,800,2000,0.4,false
23,17:10:36.211,Watcher Bot Long Strafes,Manwing,0.709s,2,2,1,800,800,1,false
24,17:10:37.982,Watcher Bot Long Strafes,Manwing,1.062s,3,2,0.667,800,1200,0.667,false
25,17:10:39.254,Watcher Bot Long Strafes,Manwing,0.547s,2,2,1,800,800,1,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Manwing,87,50,19400.0,34800.0,

Kills:,25
Deaths:,0
Fight Time:,39.931999
Avg TTK:,0
Damage Done:,19400.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,2
Distance Traveled:,0.0
Score:,97000.0
Scenario:,Manwing Strafe Gallery V3 Robots
Hash:,d2d81e7e1cb4620856ec143ba80f45fa
Game Version:,2.0.5.3
Challenge Start:,17:09:39.642
Pause Count:,13
Pause Duration:,73

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.67395
Resolution Scale,100.0
