Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,00:34:11.513,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
2,00:34:18.860,Pigeon,pistol,5.742s,5,1,0.2,100,1000,0.1,false
3,00:34:20.583,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
4,00:34:24.167,Pigeon2,pistol,2.51s,3,1,0.333,100,600,0.167,false
5,00:34:33.450,Pigeon3,pistol,7.978s,6,1,0.167,100,1200,0.083,false
6,00:34:34.971,Pigeon5,pistol,0.001s,1,1,1,100,200,0.5,false
7,00:34:38.187,Pigeon3,pistol,1.453s,2,1,0.5,100,400,0.25,false
8,00:34:40.456,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
9,00:34:41.798,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
10,00:34:43.809,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
11,00:34:47.214,Pigeon5,pistol,1.977s,2,1,0.5,100,400,0.25,false
12,00:34:48.526,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
13,00:34:51.464,Pigeon,pistol,2.038s,2,1,0.5,100,400,0.25,false
14,00:34:58.626,Pigeon,pistol,6.056s,4,1,0.25,100,800,0.125,false
15,00:34:59.958,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
16,00:35:00.948,Pigeon,pistol,0s,1,1,1,100,200,0.5,false
17,00:35:03.403,Pigeon2,pistol,1.225s,2,1,0.5,100,400,0.25,false
18,00:35:04.609,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,38,18,1800.0,7600.0,

Kills:,18
Deaths:,0
Fight Time:,28.98
Avg TTK:,0
Damage Done:,1800.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,20
Distance Traveled:,0.0
Score:,180.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,2.0.5.3
Challenge Start:,00:34:10.060
Pause Count:,46
Pause Duration:,102

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.521515
Resolution Scale,100.0
