Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,03:08:06.960,ABSD Target T 01,LG v5,11.798s,237,100,0.422,100,237,0.422,false
2,03:08:19.102,ABSD Target T 02,LG v5,11.844s,217,100,0.461,100,217,0.461,false
3,03:08:30.684,ABSD Target T 03,LG v5,11.281s,208,100,0.481,100,208,0.481,false
4,03:08:42.070,ABSD Target T 04,LG v5,11.086s,204,100,0.49,100,204,0.49,false
5,03:08:53.857,ABSD Target T 05,LG v5,11.489s,214,100,0.467,100,214,0.467,false
6,03:09:10.136,ABSD Target T 06,LG v5,15.98s,302,100,0.331,100,302,0.331,false
7,03:09:23.192,ABSD Target T 07,LG v5,12.756s,239,100,0.418,100,239,0.418,false
8,03:09:37.672,ABSD Target T 08,LG v5,14.18s,268,100,0.373,100,268,0.373,false
9,03:09:54.330,ABSD Target T 09,LG v5,16.36s,311,100,0.322,100,311,0.322,false
10,03:10:12.966,ABSD Target T 10,LG v5,18.573s,355,100,0.282,100,355,0.282,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG v5,2555,1000,1000.0,2555.0,

Kills:,10
Deaths:,0
Fight Time:,135.347
Avg TTK:,13.85
Damage Done:,1000.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,41.558765
Scenario:,Close Tappy Strafes
Hash:,7520e90334ffdc64b27c04b0f530c499
Game Version:,v2.8.5
Challenge Start:,03:07:54.491
Pause Count:,24
Pause Duration:,180

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.619781
Resolution Scale,100.0
