Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,17:15:09.297,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
2,17:15:10.938,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
3,17:15:18.715,Pigeon2,pistol,5.765s,5,1,0.2,100,1000,0.1,false
4,17:15:23.562,Pigeon3,pistol,3.352s,3,1,0.333,100,600,0.167,false
5,17:15:28.582,Pigeon5,pistol,2.652s,2,1,0.5,100,400,0.25,false
6,17:15:30.903,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
7,17:15:31.864,Pigeon,pistol,0s,1,1,1,100,200,0.5,false
8,17:15:33.507,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
9,17:15:56.378,Pigeon,pistol,21.186s,11,1,0.091,100,2200,0.045,false
10,17:16:00.117,Pigeon5,pistol,1.856s,2,1,0.5,100,400,0.25,false
11,17:16:03.427,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,30,11,1100.0,6000.0,

Kills:,11
Deaths:,0
Fight Time:,34.811001
Avg TTK:,5.445
Damage Done:,1100.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,19
Distance Traveled:,0.0
Score:,110.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.8.5
Challenge Start:,17:15:07.774
Pause Count:,7
Pause Duration:,362

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,296.828522
Resolution Scale,100.0
