Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,00:08:41.243,Pigeon3,pistol,0.001s,1,1,1,100,200,0.5,false
2,00:08:42.208,Pigeon,pistol,0.001s,1,1,1,100,200,0.5,false
3,00:08:47.447,Pigeon2,pistol,3.862s,4,1,0.25,100,800,0.125,false
4,00:08:48.439,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
5,00:08:59.678,Pigeon5,pistol,9.692s,6,1,0.167,100,1200,0.083,false
6,00:09:06.998,Pigeon5,pistol,5.633s,4,1,0.25,100,800,0.125,false
7,00:09:12.034,Pigeon,pistol,3.578s,3,1,0.333,100,600,0.167,false
8,00:09:13.300,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
9,00:09:22.824,Pigeon4,pistol,8.079s,6,1,0.167,100,1200,0.083,false
10,00:09:28.494,Pigeon2,pistol,4.657s,4,1,0.25,100,800,0.125,false
11,00:09:30.400,Pigeon,pistol,0s,1,1,1,100,200,0.5,false
12,00:09:31.535,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
13,00:09:34.223,Pigeon2,pistol,1.479s,2,1,0.5,100,400,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,38,13,1300.0,7600.0,

Kills:,13
Deaths:,0
Fight Time:,36.981998
Avg TTK:,4.615
Damage Done:,1300.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,25
Distance Traveled:,0.0
Score:,130.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.8.5
Challenge Start:,00:08:40.100
Pause Count:,9
Pause Duration:,30

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.465881
Resolution Scale,100.0
