Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,04:24:33.642,Watcher Bot Long Strafes,Manwing,11.519s,6,3,0.5,1200,2400,0.5,false
2,04:24:36.584,Watcher Bot Long Strafes,Manwing,2.006s,4,2,0.5,800,1600,0.5,false
3,04:24:38.597,Watcher Bot Long Strafes,Manwing,1.356s,3,2,0.667,800,1200,0.667,false
4,04:24:40.899,Watcher Bot Long Strafes,Manwing,1.641s,4,2,0.5,800,1600,0.5,false
5,04:24:42.819,Watcher Bot Long Strafes,Manwing,1.319s,3,2,0.667,800,1200,0.667,false
6,04:24:44.662,Watcher Bot Long Strafes,Manwing,1.08s,3,2,0.667,800,1200,0.667,false
7,04:24:45.823,Watcher Bot Long Strafes,Manwing,0.467s,2,2,1,800,800,1,false
8,04:24:47.823,Watcher Bot Long Strafes,Manwing,1.33s,4,2,0.5,800,1600,0.5,false
9,04:24:49.934,Watcher Bot Long Strafes,Manwing,1.668s,4,2,0.5,600,1600,0.375,false
10,04:24:52.635,Watcher Bot Long Strafes,Manwing,1.822s,4,2,0.5,800,1600,0.5,false
11,04:24:56.365,Watcher Bot Long Strafes,Manwing,2.944s,6,3,0.5,1200,2400,0.5,false
12,04:24:57.485,Watcher Bot Long Strafes,Manwing,0.513s,2,1,0.5,400,800,0.5,false
13,04:24:59.570,Watcher Bot Long Strafes,Manwing,1.131s,3,2,0.667,800,1200,0.667,false
14,04:25:00.627,Watcher Bot Long Strafes,Manwing,0s,1,1,1,400,400,1,false
15,04:25:02.084,Watcher Bot Long Strafes,Manwing,0.738s,2,2,1,800,800,1,false
16,04:25:04.451,Watcher Bot Long Strafes,Manwing,1.699s,4,2,0.5,800,1600,0.5,false
17,04:25:08.361,Watcher Bot Long Strafes,Manwing,3.164s,6,2,0.333,800,2400,0.333,false
18,04:25:10.942,Watcher Bot Long Strafes,Manwing,1.936s,4,2,0.5,800,1600,0.5,false
19,04:25:12.033,Watcher Bot Long Strafes,Manwing,0.467s,2,2,1,800,800,1,false
20,04:25:13.674,Watcher Bot Long Strafes,Manwing,1.108s,3,2,0.667,800,1200,0.667,false
21,04:25:16.611,Watcher Bot Long Strafes,Manwing,2.117s,5,3,0.6,1000,2000,0.5,false
22,04:25:17.164,Watcher Bot Long Strafes,Manwing,0s,1,1,1,400,400,1,false
23,04:25:19.097,Watcher Bot Long Strafes,Manwing,1.087s,3,2,0.667,800,1200,0.667,false
24,04:25:21.973,Watcher Bot Long Strafes,Manwing,2.339s,5,2,0.4,800,2000,0.4,false
25,04:25:25.100,Watcher Bot Long Strafes,Manwing,2.08s,5,2,0.4,800,2000,0.4,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Manwing,91,51,20000.0,36400.0,

Kills:,25
Deaths:,0
Fight Time:,45.530998
Avg TTK:,0
Damage Done:,20000.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,100000.0
Scenario:,Manwing Strafe Gallery V3 Robots
Hash:,d2d81e7e1cb4620856ec143ba80f45fa
Game Version:,2.0.5.3
Challenge Start:,04:24:32.861
Pause Count:,54
Pause Duration:,384

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,296.876862
Resolution Scale,100.0
