Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,18:51:10.924,Pigeon3,pistol,1.662s,2,1,0.5,100,400,0.25,false
2,18:51:13.727,Pigeon,pistol,1.228s,2,1,0.5,100,400,0.25,false
3,18:51:18.391,Pigeon5,pistol,2.371s,2,1,0.5,100,400,0.25,false
4,18:51:19.913,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
5,18:51:26.581,Pigeon4,pistol,5.483s,5,1,0.2,100,1000,0.1,false
6,18:51:30.020,Pigeon5,pistol,2.251s,2,1,0.5,100,400,0.25,false
7,18:51:31.347,Pigeon2,pistol,0.001s,1,1,1,100,200,0.5,false
8,18:51:33.431,Pigeon,pistol,1.215s,2,1,0.5,100,400,0.25,false
9,18:51:37.065,Pigeon2,pistol,1.713s,2,1,0.5,100,400,0.25,false
10,18:51:38.965,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
11,18:51:44.098,Pigeon3,pistol,3.441s,3,1,0.333,100,600,0.167,false
12,18:51:46.884,Pigeon2,pistol,1.461s,2,1,0.5,100,400,0.25,false
13,18:51:51.403,Pigeon3,pistol,2.941s,2,1,0.5,100,400,0.25,false
14,18:51:59.453,Pigeon3,pistol,6.295s,5,1,0.2,100,1000,0.1,false
15,18:52:01.619,Pigeon,pistol,1.215s,2,1,0.5,100,400,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,37,15,1500.0,7400.0,

Kills:,15
Deaths:,0
Fight Time:,31.277
Avg TTK:,3.993
Damage Done:,1500.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,22
Distance Traveled:,0.0
Score:,150.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.8.5
Challenge Start:,18:51:08.161
Pause Count:,9
Pause Duration:,209

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,295.051422
Resolution Scale,100.0
