Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,17:18:58.304,Quaker Bot,LG,3.724s,82,34,0.415,204,492,0.415,false
2,17:19:03.078,Quaker Bot,LG,4.498s,74,34,0.459,204,444,0.459,false
3,17:19:09.790,Quaker Bot,LG,5.103s,112,34,0.304,204,672,0.304,false
4,17:19:14.688,Quaker Bot,LG,3.493s,77,34,0.442,204,462,0.442,false
5,17:19:22.273,Quaker Bot,LG,5.655s,124,34,0.274,204,744,0.274,false
6,17:19:28.146,Quaker Bot,LG,4.414s,97,34,0.351,204,582,0.351,false
7,17:19:35.574,Quaker Bot,LG,5.746s,126,34,0.27,204,756,0.27,false
8,17:19:42.429,Quaker Bot,LG,5.241s,115,34,0.296,204,690,0.296,false
9,17:19:47.679,Quaker Bot,LG,3.952s,87,34,0.391,204,522,0.391,false
10,17:19:53.198,Quaker Bot,LG,3.723s,82,34,0.415,204,492,0.415,false
11,17:19:59.362,Quaker Bot,LG,4.414s,97,34,0.351,204,582,0.351,false
12,17:20:05.420,Quaker Bot,LG,4.32s,95,34,0.358,204,570,0.358,false
13,17:20:10.972,Quaker Bot,LG,3.77s,83,34,0.41,204,498,0.41,false
14,17:20:16.516,Quaker Bot,LG,3.954s,87,34,0.391,204,522,0.391,false
15,17:20:22.435,Quaker Bot,LG,4.138s,91,34,0.374,204,546,0.374,false
16,17:20:29.092,Quaker Bot,LG,4.965s,109,34,0.312,204,654,0.312,false
17,17:20:33.897,Quaker Bot,LG,3.449s,76,34,0.447,204,456,0.447,false
18,17:20:39.725,Quaker Bot,LG,4.32s,95,34,0.358,204,570,0.358,false
19,17:20:44.985,Quaker Bot,LG,4.001s,88,34,0.386,204,528,0.386,false
20,17:20:51.002,Quaker Bot,LG,4.185s,92,34,0.37,204,552,0.37,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1917,691,4146.0,11502.0,

Kills:,20
Deaths:,0
Fight Time:,87.065002
Avg TTK:,6
Damage Done:,4146.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,16511.0
Scenario:,lgc3 Reborn
Hash:,bf2d7bf50d7292da58b693fea872f465
Game Version:,2.0.2.0

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
