Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,13:56:53.804,Pigeon4,pistol,1.593s,2,1,0.5,100,400,0.25,false
2,13:56:56.746,Pigeon3,pistol,1.714s,2,1,0.5,100,400,0.25,false
3,13:56:59.664,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
4,13:57:06.815,Pigeon2,pistol,5.575s,5,1,0.2,100,1000,0.1,false
5,13:57:09.309,Pigeon5,pistol,0.001s,1,1,1,100,200,0.5,false
6,13:57:11.208,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
7,13:57:12.228,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
8,13:57:13.426,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
9,13:57:14.794,Pigeon,pistol,0s,1,1,1,100,200,0.5,false
10,13:57:21.147,Pigeon,pistol,4.615s,4,1,0.25,100,800,0.125,false
11,13:57:22.377,Pigeon2,pistol,0.001s,1,1,1,100,200,0.5,false
12,13:57:23.653,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
13,13:57:26.912,Pigeon2,pistol,2.74s,3,1,0.333,100,600,0.167,false
14,13:57:29.747,Pigeon3,pistol,1.552s,2,1,0.5,100,400,0.25,false
15,13:57:34.565,Pigeon,pistol,3.303s,3,1,0.333,100,600,0.167,false
16,13:57:36.709,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
17,13:57:38.386,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
18,13:57:41.170,Pigeon3,pistol,1.589s,2,1,0.5,100,400,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,37,18,1800.0,7400.0,

Kills:,18
Deaths:,0
Fight Time:,22.683001
Avg TTK:,0
Damage Done:,1800.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,19
Distance Traveled:,0.0
Score:,180.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.6.3
Challenge Start:,13:56:50.649
Pause Count:,40
Pause Duration:,687

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,400
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,294.425476
Resolution Scale,100.0
