Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,14:08:55.602,Pigeon5,pistol,1.627s,2,1,0.5,100,400,0.25,false
2,14:08:59.005,Pigeon,pistol,2.204s,2,1,0.5,100,400,0.25,false
3,14:09:10.011,Pigeon3,pistol,9.858s,7,1,0.143,100,1400,0.071,false
4,14:09:18.114,Pigeon2,pistol,6.768s,6,1,0.167,100,1200,0.083,false
5,14:09:23.854,Pigeon4,pistol,3.622s,3,1,0.333,100,600,0.167,false
6,14:09:25.378,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
7,14:09:31.629,Pigeon,pistol,4.718s,4,1,0.25,100,800,0.125,false
8,14:09:34.842,Pigeon2,pistol,1.566s,2,1,0.5,100,400,0.25,false
9,14:09:38.907,Pigeon3,pistol,2.889s,3,1,0.333,100,600,0.167,false
10,14:09:47.711,Pigeon4,pistol,7.269s,5,1,0.2,100,1000,0.1,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,37,10,1000.0,7400.0,

Kills:,10
Deaths:,0
Fight Time:,40.521
Avg TTK:,0
Damage Done:,1000.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,27
Distance Traveled:,0.0
Score:,100.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.6.1
Challenge Start:,14:08:52.210
Pause Count:,8
Pause Duration:,207

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,400
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,295.810181
Resolution Scale,100.0
