Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,20:37:03.577,Pasu Semi Dodge,pistol,0.389s,2,2,1,20,40,0.5,false
2,20:37:04.873,Pasu Semi Dodge,pistol,0.799s,3,2,0.667,20,60,0.333,false
3,20:37:07.634,Pasu Semi Dodge,pistol,2.241s,6,3,0.5,30,120,0.25,false
4,20:37:08.218,Pasu Semi Dodge,pistol,0s,1,1,1,10,20,0.5,false
5,20:37:10.032,Pasu Semi Dodge,pistol,1.226s,4,2,0.5,20,80,0.25,false
6,20:37:10.995,Pasu Semi Dodge,pistol,0.404s,2,2,1,20,40,0.5,false
7,20:37:12.161,Pasu Semi Dodge,pistol,0.721s,3,2,0.667,20,60,0.333,false
8,20:37:13.265,Pasu Semi Dodge,pistol,0.634s,3,2,0.667,20,60,0.333,false
9,20:37:14.941,Pasu Semi Dodge,pistol,1.218s,4,2,0.5,20,80,0.25,false
10,20:37:15.872,Pasu Semi Dodge,pistol,0.426s,2,2,1,20,40,0.5,false
11,20:37:21.503,Pasu Semi Dodge,pistol,0.812s,3,2,0.667,20,60,0.333,false
12,20:37:24.677,Pasu Semi Dodge,pistol,2.315s,5,2,0.4,20,100,0.2,false
13,20:37:26.412,Pasu Semi Dodge,pistol,1.04s,4,2,0.5,20,80,0.25,false
14,20:37:27.948,Pasu Semi Dodge,pistol,1.021s,3,2,0.667,20,60,0.333,false
15,20:37:28.920,Pasu Semi Dodge,pistol,0.35s,2,2,1,20,40,0.5,false
16,20:37:29.819,Pasu Semi Dodge,pistol,0.458s,2,2,1,20,40,0.5,false
17,20:37:32.864,Pasu Semi Dodge,pistol,2.466s,5,3,0.6,30,100,0.3,false
18,20:37:33.806,Pasu Semi Dodge,pistol,0.349s,2,1,0.5,10,40,0.25,false
19,20:37:38.212,Pasu Semi Dodge,pistol,3.767s,8,3,0.375,30,160,0.188,false
20,20:37:38.864,Pasu Semi Dodge,pistol,0s,1,1,1,10,20,0.5,false
21,20:37:40.892,Pasu Semi Dodge,pistol,1.584s,4,2,0.5,20,80,0.25,false
22,20:37:42.919,Pasu Semi Dodge,pistol,1.163s,4,2,0.5,20,80,0.25,false
23,20:37:43.890,Pasu Semi Dodge,pistol,0.441s,2,2,1,20,40,0.5,false
24,20:37:48.274,Pasu Semi Dodge,pistol,3.677s,8,3,0.375,30,160,0.188,false
25,20:37:49.214,Pasu Semi Dodge,pistol,0.401s,2,1,0.5,10,40,0.25,false
26,20:37:50.432,Pasu Semi Dodge,pistol,0.719s,3,2,0.667,20,60,0.333,false
27,20:37:51.826,Pasu Semi Dodge,pistol,0.792s,3,2,0.667,20,60,0.333,false
28,20:37:55.018,Pasu Semi Dodge,pistol,2.529s,3,2,0.667,20,60,0.333,false
29,20:37:59.456,Pasu Semi Dodge,pistol,3.86s,8,2,0.25,20,160,0.125,false
30,20:38:00.546,Pasu Semi Dodge,pistol,0.359s,2,2,1,20,40,0.5,false
31,20:38:02.511,Pasu Semi Dodge,pistol,1.293s,4,2,0.5,20,80,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,110,63,630.0,2200.0,

Kills:,31
Deaths:,0
Fight Time:,37.453999
Avg TTK:,2.475
Damage Done:,630.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,6
Distance Traveled:,0.0
Score:,62.0
Scenario:,tamspeed 2bpes 2-clicks
Hash:,d38228ef74bf19b11e8f250dc26fa397
Game Version:,v2.8.6
Challenge Start:,20:37:02.451
Pause Count:,14
Pause Duration:,134

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,370.963226
Resolution Scale,100.0
