Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:26:17.588,Quaker Bot Fast Strafes,LG,7.634s,167,50,0.299,300,1002,0.299,false
2,19:26:25.421,Quaker Bot Fast Strafes,LG,7.557s,144,50,0.347,300,864,0.347,false
3,19:26:33.283,Quaker Bot Fast Strafes,LG,7.588s,146,50,0.342,300,876,0.342,false
4,19:26:42.166,Quaker Bot Fast Strafes,LG,8.608s,160,50,0.312,300,960,0.312,false
5,19:26:50.143,Quaker Bot Fast Strafes,LG,7.701s,145,50,0.345,300,870,0.345,false
6,19:26:59.563,Quaker Bot Fast Strafes,LG,9.145s,176,50,0.284,300,1056,0.284,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1123,343,2058.0,6738.0,

Kills:,6
Deaths:,0
Fight Time:,48.233002
Avg TTK:,0
Damage Done:,2058.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,6174.0
Scenario:,Midrange Fast Strafes V2
Hash:,f8b3a53c2d64810c6b74f5d69474f711
Game Version:,2.0.5.3
Challenge Start:,19:26:09.168
Pause Count:,11
Pause Duration:,81

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,dot.png
Crosshair Scale:,0.6
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.887329
Resolution Scale,100.0
