Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,05:55:11.190,tamtssa,Poke-Drill,2.019s,203,115,0.567,115,203,0.567,false
2,05:55:14.083,tamtssh,Poke-Drill,2.636s,250,148,0.592,148,250,0.592,false
3,05:55:15.152,tamtssa,Poke-Drill,0.817s,67,60,0.896,60,67,0.896,false
4,05:55:17.777,tamtssa,Poke-Drill,2.375s,167,97,0.581,97,167,0.581,false
5,05:55:21.318,tamtssh,Poke-Drill,3.29s,292,102,0.349,102,292,0.349,false
6,05:55:22.949,tamtssa,Poke-Drill,1.38s,118,70,0.593,70,118,0.593,false
7,05:55:24.597,tamtssa,Poke-Drill,1.398s,88,60,0.682,60,88,0.682,false
8,05:55:25.873,tamtssh,Poke-Drill,1.067s,72,60,0.833,60,72,0.833,false
9,05:55:28.696,tamtssh,Poke-Drill,2.138s,215,129,0.6,129,215,0.6,false
10,05:55:29.908,tamtssh,Poke-Drill,0.961s,75,60,0.8,60,75,0.8,false
11,05:55:35.107,tamtssh,Poke-Drill,4.95s,485,257,0.53,257,485,0.53,false
12,05:55:37.677,tamtssa,Poke-Drill,2.316s,216,150,0.694,150,216,0.694,false
13,05:55:38.992,tamtssa,Poke-Drill,1.058s,82,60,0.732,60,82,0.732,false
14,05:55:41.415,tamtssa,Poke-Drill,2.171s,187,109,0.583,109,187,0.583,false
15,05:55:43.302,tamtssa,Poke-Drill,1.628s,131,60,0.458,60,131,0.458,false
16,05:55:46.310,tamtssa,Poke-Drill,2.539s,255,137,0.537,137,255,0.537,false
17,05:55:48.162,tamtssh,Poke-Drill,1.409s,142,89,0.627,89,142,0.627,false
18,05:55:49.432,tamtssh,Poke-Drill,1.012s,76,50,0.658,50,76,0.658,false
19,05:55:55.630,tamtssh,Poke-Drill,5.947s,582,327,0.562,327,582,0.562,false
20,05:55:57.453,tamtssh,Poke-Drill,1.571s,138,66,0.478,66,138,0.478,false
21,05:56:01.140,tamtssa,Poke-Drill,3.436s,241,75,0.311,75,241,0.311,false
22,05:56:05.922,tamtssa,Poke-Drill,4.525s,437,237,0.542,237,437,0.542,false
23,05:56:07.431,tamtssa,Poke-Drill,1.257s,79,60,0.759,60,79,0.759,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Poke-Drill,4608,2578,2578.0,4608.0,

Kills:,23
Deaths:,0
Fight Time:,51.900002
Avg TTK:,0
Damage Done:,2578.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,23.0
Scenario:,tamTS smooth Lapu4 10% large
Hash:,b9675e688529fc354d180923a44e8da8
Game Version:,v2.6.4
Challenge Start:,05:55:08.056
Pause Count:,16
Pause Duration:,46

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,400
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,289.886078
Resolution Scale,100.0
