Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,17:17:48.202,Pigeon4,pistol,0.001s,1,1,1,100,200,0.5,false
2,17:17:52.104,Pigeon5,pistol,1.997s,2,1,0.5,100,400,0.25,false
3,17:17:54.168,Pigeon,pistol,0s,1,1,1,100,200,0.5,false
4,17:17:59.062,Pigeon5,pistol,2.232s,2,1,0.5,100,400,0.25,false
5,17:18:00.181,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
6,17:18:12.289,Pigeon,pistol,10.55s,7,1,0.143,100,1400,0.071,false
7,17:18:18.864,Pigeon2,pistol,4.36s,3,1,0.333,100,600,0.167,false
8,17:18:21.653,Pigeon2,pistol,0.001s,1,1,1,100,200,0.5,false
9,17:18:24.171,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
10,17:18:27.439,Pigeon4,pistol,1.749s,2,1,0.5,100,400,0.25,false
11,17:18:30.666,Pigeon3,pistol,1.743s,2,1,0.5,100,400,0.25,false
12,17:18:34.880,Pigeon,pistol,3.207s,3,1,0.333,100,600,0.167,false
13,17:18:37.081,Pigeon2,pistol,0.001s,1,1,1,100,200,0.5,false
14,17:18:41.730,Pigeon3,pistol,3.113s,3,1,0.333,100,600,0.167,false
15,17:18:43.551,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,33,15,1500.0,6600.0,

Kills:,15
Deaths:,0
Fight Time:,28.954
Avg TTK:,4
Damage Done:,1500.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,18
Distance Traveled:,0.0
Score:,150.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.8.5
Challenge Start:,17:17:46.495
Pause Count:,9
Pause Duration:,364

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,296.538605
Resolution Scale,100.0
