Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,23:58:40.590,Pigeon,pistol,1.215s,2,1,0.5,100,400,0.25,false
2,23:58:47.415,Pigeon3,pistol,5.787s,5,1,0.2,100,1000,0.1,false
3,23:58:53.066,Pigeon2,pistol,4.316s,4,1,0.25,100,800,0.125,false
4,23:58:55.367,Pigeon2,pistol,1.358s,2,1,0.5,100,400,0.25,false
5,23:58:57.311,Pigeon3,pistol,1.215s,2,1,0.5,100,400,0.25,false
6,23:58:59.109,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
7,23:59:07.636,Pigeon,pistol,6.996s,4,1,0.25,100,800,0.125,false
8,23:59:11.290,Pigeon3,pistol,1.941s,2,1,0.5,100,400,0.25,false
9,23:59:19.518,Pigeon4,pistol,6.006s,4,1,0.25,100,800,0.125,false
10,23:59:23.506,Pigeon4,pistol,1.658s,2,1,0.5,100,400,0.25,false
11,23:59:25.147,Pigeon2,pistol,0.001s,1,1,1,100,200,0.5,false
12,23:59:29.892,Pigeon4,pistol,3.254s,3,1,0.333,100,600,0.167,false
13,23:59:35.393,Pigeon5,pistol,3.959s,3,1,0.333,100,600,0.167,false
14,23:59:37.685,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,36,14,1400.0,7200.0,

Kills:,14
Deaths:,0
Fight Time:,37.706001
Avg TTK:,0
Damage Done:,1400.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,22
Distance Traveled:,0.0
Score:,140.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.6.4
Challenge Start:,23:58:38.367
Pause Count:,7
Pause Duration:,164

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,400
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,295.591797
Resolution Scale,100.0
