Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,05:20:32.414,Pigeon2,pistol,2.866s,3,1,0.333,100,600,0.167,false
2,05:20:38.779,Pigeon5,pistol,4.465s,3,1,0.333,100,600,0.167,false
3,05:20:40.580,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
4,05:20:42.118,Pigeon5,pistol,0.001s,1,1,1,100,200,0.5,false
5,05:20:43.035,Pigeon,pistol,0.001s,1,1,1,100,200,0.5,false
6,05:20:44.727,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
7,05:20:52.762,Pigeon5,pistol,6.089s,4,1,0.25,100,800,0.125,false
8,05:20:54.221,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
9,05:20:59.898,Pigeon4,pistol,4.484s,4,1,0.25,100,800,0.125,false
10,05:21:05.237,Pigeon2,pistol,3.799s,3,1,0.333,100,600,0.167,false
11,05:21:06.513,Pigeon,pistol,0s,1,1,1,100,200,0.5,false
12,05:21:08.235,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
13,05:21:09.826,Pigeon,pistol,0s,1,1,1,100,200,0.5,false
14,05:21:10.591,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
15,05:21:11.795,Pigeon,pistol,0s,1,1,1,100,200,0.5,false
16,05:21:26.629,Pigeon5,pistol,13.294s,9,1,0.111,100,1800,0.056,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,37,16,1600.0,7400.0,

Kills:,16
Deaths:,0
Fight Time:,34.999001
Avg TTK:,0
Damage Done:,1600.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,21
Distance Traveled:,0.0
Score:,160.0
Scenario:,Popcorn Sparky
Hash:,59515d3a0a5808045985f4e8ef3ffb5e
Game Version:,2.0.5.3
Challenge Start:,05:20:27.929
Pause Count:,15
Pause Duration:,35

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.81955
Resolution Scale,100.0
