Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,18:52:23.096,Pigeon,pistol,9.277s,6,1,0.167,100,1200,0.083,false
2,18:52:24.406,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
3,18:52:29.849,Pigeon2,pistol,4.321s,4,1,0.25,100,800,0.125,false
4,18:52:37.634,Pigeon4,pistol,5.583s,4,1,0.25,100,800,0.125,false
5,18:52:38.907,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
6,18:52:42.381,Pigeon3,pistol,1.684s,2,1,0.5,100,400,0.25,false
7,18:52:44.033,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
8,18:52:45.518,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
9,18:52:51.424,Pigeon5,pistol,4.189s,3,1,0.333,100,600,0.167,false
10,18:52:57.722,Pigeon,pistol,4.34s,4,1,0.25,100,800,0.125,false
11,18:53:01.467,Pigeon3,pistol,1.528s,2,1,0.5,100,400,0.25,false
12,18:53:05.525,Pigeon2,pistol,2.493s,3,1,0.333,100,600,0.167,false
13,18:53:07.072,Pigeon,pistol,0.001s,1,1,1,100,200,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,35,13,1300.0,7000.0,

Kills:,13
Deaths:,0
Fight Time:,33.416
Avg TTK:,4.615
Damage Done:,1300.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,22
Distance Traveled:,0.0
Score:,130.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.8.5
Challenge Start:,18:52:11.950
Pause Count:,10
Pause Duration:,210

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,294.865234
Resolution Scale,100.0
