Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:19:17.239,Watcher Bot Long Strafes,Manwing,1.175s,2,2,1,800,800,1,false
2,19:19:23.414,Watcher Bot Long Strafes,Manwing,5.333s,7,2,0.286,600,2800,0.214,false
3,19:19:25.281,Watcher Bot Long Strafes,Manwing,0.892s,3,2,0.667,800,1200,0.667,false
4,19:19:27.122,Watcher Bot Long Strafes,Manwing,0.808s,2,2,1,800,800,1,false
5,19:19:28.356,Watcher Bot Long Strafes,Manwing,0.592s,2,2,1,800,800,1,false
6,19:19:31.623,Watcher Bot Long Strafes,Manwing,2.342s,4,2,0.5,800,1600,0.5,false
7,19:19:33.756,Watcher Bot Long Strafes,Manwing,1.675s,4,2,0.5,600,1600,0.375,false
8,19:19:35.890,Watcher Bot Long Strafes,Manwing,0.766s,3,2,0.667,800,1200,0.667,false
9,19:19:38.973,Watcher Bot Long Strafes,Manwing,2.308s,5,2,0.4,800,2000,0.4,false
10,19:19:40.999,Watcher Bot Long Strafes,Manwing,0.483s,2,2,1,800,800,1,false
11,19:19:42.781,Watcher Bot Long Strafes,Manwing,0.942s,3,2,0.667,800,1200,0.667,false
12,19:19:44.848,Watcher Bot Long Strafes,Manwing,0.542s,2,2,1,800,800,1,false
13,19:19:45.999,Watcher Bot Long Strafes,Manwing,0.65s,2,2,1,800,800,1,false
14,19:19:52.306,Watcher Bot Long Strafes,Manwing,5.708s,7,2,0.286,800,2800,0.286,false
15,19:19:53.440,Watcher Bot Long Strafes,Manwing,0.517s,2,2,1,800,800,1,false
16,19:19:54.641,Watcher Bot Long Strafes,Manwing,0.492s,2,2,1,800,800,1,false
17,19:19:56.516,Watcher Bot Long Strafes,Manwing,0.659s,2,2,1,800,800,1,false
18,19:19:58.458,Watcher Bot Long Strafes,Manwing,1.233s,4,2,0.5,800,1600,0.5,false
19,19:20:00.324,Watcher Bot Long Strafes,Manwing,0.917s,3,2,0.667,800,1200,0.667,false
20,19:20:02.875,Watcher Bot Long Strafes,Manwing,1.808s,4,2,0.5,800,1600,0.5,false
21,19:20:05.850,Watcher Bot Long Strafes,Manwing,2.375s,4,2,0.5,800,1600,0.5,false
22,19:20:08.499,Watcher Bot Long Strafes,Manwing,1.958s,4,2,0.5,600,1600,0.375,false
23,19:20:10.725,Watcher Bot Long Strafes,Manwing,0.891s,3,2,0.667,800,1200,0.667,false
24,19:20:13.559,Watcher Bot Long Strafes,Manwing,2.258s,4,2,0.5,800,1600,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Manwing,81,48,18600.0,32400.0,

Kills:,24
Deaths:,0
Fight Time:,37.324001
Avg TTK:,0
Damage Done:,18600.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,93000.0
Scenario:,Manwing Strafe Gallery V3 Robots
Hash:,d2d81e7e1cb4620856ec143ba80f45fa
Game Version:,2.0.4.0
Challenge Start:,19:19:14.538

Input Lag:,0
Max FPS (config):,120.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,119.969368
Resolution Scale,100.0
