Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,17:10:51.436,Watcher Bot Long Strafes,Manwing,0.537s,2,2,1,800,800,1,false
2,17:10:54.579,Watcher Bot Long Strafes,Manwing,2.137s,5,2,0.4,800,2000,0.4,false
3,17:10:56.392,Watcher Bot Long Strafes,Manwing,0.914s,3,2,0.667,800,1200,0.667,false
4,17:10:57.501,Watcher Bot Long Strafes,Manwing,0.449s,2,2,1,800,800,1,false
5,17:10:58.959,Watcher Bot Long Strafes,Manwing,0.947s,3,2,0.667,800,1200,0.667,false
6,17:11:04.736,Watcher Bot Long Strafes,Manwing,4.797s,7,2,0.286,800,2800,0.286,false
7,17:11:06.111,Watcher Bot Long Strafes,Manwing,0.703s,2,2,1,800,800,1,false
8,17:11:09.897,Watcher Bot Long Strafes,Manwing,3.171s,6,2,0.333,800,2400,0.333,false
9,17:11:12.708,Watcher Bot Long Strafes,Manwing,2.128s,5,2,0.4,800,2000,0.4,false
10,17:11:15.156,Watcher Bot Long Strafes,Manwing,1.804s,4,3,0.75,1200,1600,0.75,false
11,17:11:16.499,Watcher Bot Long Strafes,Manwing,0.601s,2,1,0.5,400,800,0.5,false
12,17:11:18.442,Watcher Bot Long Strafes,Manwing,0.929s,3,2,0.667,800,1200,0.667,false
13,17:11:30.236,Watcher Bot Long Strafes,Manwing,10.88s,13,2,0.154,800,5200,0.154,false
14,17:11:37.390,Watcher Bot Long Strafes,Manwing,6.342s,8,2,0.25,800,3200,0.25,false
15,17:11:39.438,Watcher Bot Long Strafes,Manwing,1.229s,3,2,0.667,800,1200,0.667,false
16,17:11:40.658,Watcher Bot Long Strafes,Manwing,0.557s,2,2,1,800,800,1,false
17,17:11:43.430,Watcher Bot Long Strafes,Manwing,1.655s,4,2,0.5,800,1600,0.5,false
18,17:11:45.412,Watcher Bot Long Strafes,Manwing,1.302s,3,2,0.667,800,1200,0.667,false
19,17:11:48.451,Watcher Bot Long Strafes,Manwing,2.332s,5,2,0.4,800,2000,0.4,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Manwing,83,39,15600.0,33200.0,

Kills:,19
Deaths:,0
Fight Time:,43.414001
Avg TTK:,0
Damage Done:,15600.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,4
Distance Traveled:,0.0
Score:,78000.0
Scenario:,Manwing Strafe Gallery V3 Robots
Hash:,d2d81e7e1cb4620856ec143ba80f45fa
Game Version:,2.0.5.3
Challenge Start:,17:10:49.491
Pause Count:,14
Pause Duration:,74

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.622101
Resolution Scale,100.0
