Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,18:46:48:534,Quaker Bot Hard,LG,6.114s,134,50,0.373,300,804,0.373,false
2,18:46:56:729,Quaker Bot Hard,LG,5.656s,124,50,0.403,300,744,0.403,false
3,18:47:04:889,Quaker Bot Hard,LG,5.885s,129,50,0.388,300,774,0.388,false
4,18:47:13:184,Quaker Bot Hard,LG,5.657s,124,50,0.403,300,744,0.403,false
5,18:47:23:687,Quaker Bot Hard,LG,7.952s,174,50,0.287,300,1044,0.287,false
6,18:47:33:670,Quaker Bot Hard,LG,7.359s,161,50,0.311,300,966,0.311,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,973,345,2070.0,5838.0,

Kills:,6
Deaths:,0
Fight Time:,38.623001
Avg TTK:,6.437
Damage Done:,2070.0
Damage Taken:,2526.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,238.804459
Score:,1754.075073
Scenario:,RexStrafesCata
Hash:,840135c10eab0223ff661b2a6460bf54
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,160.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
