Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,20:37:40:534,Rocket Flyer Bot,Six Shooter,3.483s,6,3,0.5,210,840,0.25,false
2,20:37:50:315,Sergeant Bot,Six Shooter,7.475s,12,2,0.167,210,1680,0.125,false
3,20:37:58:476,Sergeant Bot,Six Shooter,5.764s,10,2,0.2,210,1400,0.15,false
4,20:38:19:118,Shinji Bot,Six Shooter,17.757s,21,2,0.095,210,2940,0.071,false
5,20:38:27:224,Sergeant Bot,Six Shooter,5.332s,7,2,0.286,210,980,0.214,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Six Shooter,60,12,1120.0,8400.0,

Kills:,5
Deaths:,0
Fight Time:,39.811001
Avg TTK:,7.962
Damage Done:,1120.0
Damage Taken:,832.07843
Midairs:,0
Midaired:,0
Directs:,0
Directed:,3
Distance Traveled:,26121.910156
Score:,1120.0
Scenario:,McCoy 1v1
Hash:,53b5a557e84b9015e3e483d58b3d2801
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,160.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
