Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,00:48:08:311,Quaker Bot Hard,LG,6.115s,134,50,0.373,300,804,0.373,false
2,00:48:17:710,Quaker Bot Hard,LG,6.944s,152,50,0.329,300,912,0.329,false
3,00:48:24:573,Quaker Bot Hard,LG,4.413s,97,50,0.515,300,582,0.515,false
4,00:48:31:082,Quaker Bot Hard,LG,4.092s,90,50,0.556,300,540,0.556,false
5,00:48:39:725,Quaker Bot Hard,LG,6.208s,136,50,0.368,300,816,0.368,false
6,00:48:48:127,Quaker Bot Hard,LG,5.933s,130,50,0.385,300,780,0.385,false
7,00:48:57:270,Quaker Bot Hard,LG,8.869s,147,50,0.34,300,882,0.34,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,924,359,2154.0,5544.0,

Kills:,7
Deaths:,0
Fight Time:,42.574001
Avg TTK:,6.082
Damage Done:,2154.0
Damage Taken:,2448.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,338.325348
Score:,2035.110352
Scenario:,RexStrafesCata
Hash:,840135c10eab0223ff661b2a6460bf54
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
