Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,23:20:16:802,Quaker Bot Hard,LG,5.377s,118,50,0.424,300,708,0.424,false
2,23:20:24:974,Quaker Bot Hard,LG,8.004s,128,50,0.391,300,768,0.391,false
3,23:20:34:198,Quaker Bot Hard,LG,6.528s,143,50,0.35,300,858,0.35,false
4,23:20:45:732,Quaker Bot Hard,LG,9.058s,198,50,0.253,300,1188,0.253,false
5,23:20:52:684,Quaker Bot Hard,LG,4.595s,101,50,0.495,300,606,0.495,false
6,23:21:02:098,Quaker Bot Hard,LG,6.757s,148,50,0.338,300,888,0.338,false
7,23:21:09:405,Quaker Bot Hard,LG,4.875s,107,50,0.467,300,642,0.467,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,943,350,2100.0,5658.0,

Kills:,7
Deaths:,0
Fight Time:,45.194
Avg TTK:,6.456
Damage Done:,2100.0
Damage Taken:,2622.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,341.591766
Score:,1851.696777
Scenario:,RexStrafesCata
Hash:,840135c10eab0223ff661b2a6460bf54
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,160.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
