Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,21:43:27:896,Pigeon,pistol,3.713s,3,1,0.333,100,600,0.167,false
2,21:43:37:794,Pigeon,pistol,8.724s,9,1,0.111,100,1800,0.056,false
3,21:43:43:241,Pigeon4,pistol,3.217s,5,1,0.2,100,1000,0.1,false
4,21:44:04:787,Pigeon4,pistol,19.777s,15,1,0.067,100,3000,0.033,false
5,21:44:07:361,Pigeon3,pistol,1.723s,2,1,0.5,100,400,0.25,false
6,21:44:18:159,Pigeon2,pistol,8.891s,7,1,0.143,100,1400,0.071,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,42,6,600.0,8400.0,
LG,0,0,0.0,0.0,

Kills:,6
Deaths:,0
Fight Time:,46.044998
Avg TTK:,7.674
Damage Done:,600.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,94.285721
Scenario:,POPCORN
Hash:,21f0bc5b7d01c9cc8a25f4e5a195770b
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,200.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,103.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
