Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,04:42:50:211,air1_close_long,LG,13.488s,1350,553,0.41,721.112,1760.378,0.41,false
2,04:43:01:465,air1_far_long,LG,9.799s,981,553,0.564,721.112,1279.219,0.564,false
3,04:43:38:824,air_close_short,LG,37.106s,3641,553,0.152,721.112,4747.861,0.152,false
4,04:44:06:070,air1_far_short,LG,26.989s,2625,553,0.211,721.112,3422.921,0.211,false
5,04:44:26:744,air1F_close_long,LG,20.423s,1937,553,0.285,721.112,2525.8,0.285,false
6,04:44:40:424,air1F_far_long,LG,13.43s,1253,553,0.441,721.112,1633.895,0.441,false
7,04:45:22:294,air1F_close_short,LG,41.617s,4105,553,0.135,721.112,5353.01,0.135,false
8,04:46:01:004,air1F_far_short,LG,38.696s,3748,553,0.148,721.112,4887.411,0.148,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,19641,4425,5770.353516,25615.435547,

Kills:,8
Deaths:,0
Fight Time:,201.548004
Avg TTK:,25.194
Damage Done:,5770.353516
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,794.875305
Scenario:,Ground Plaza NO UFO Thin
Hash:,5e227c6ed37d696108b36d165b90a011
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
