Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,23:15:42:097,Quaker Bot Hard,LG,7.445s,163,50,0.307,300,978,0.307,false
2,23:15:50:795,Quaker Bot Hard,LG,6.298s,138,50,0.362,300,828,0.362,false
3,23:15:57:907,Quaker Bot Hard,LG,4.599s,101,50,0.495,300,606,0.495,false
4,23:16:05:347,Quaker Bot Hard,LG,5.008s,110,50,0.455,300,660,0.455,false
5,23:16:13:806,Quaker Bot Hard,LG,5.839s,128,50,0.391,300,768,0.391,false
6,23:16:21:326,Quaker Bot Hard,LG,5.101s,112,50,0.446,300,672,0.446,false
7,23:16:30:539,Quaker Bot Hard,LG,6.573s,144,50,0.347,300,864,0.347,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,912,354,2124.0,5472.0,

Kills:,7
Deaths:,0
Fight Time:,40.862999
Avg TTK:,5.838
Damage Done:,2124.0
Damage Taken:,2406.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,369.869629
Score:,2006.388184
Scenario:,RexStrafesCata
Hash:,840135c10eab0223ff661b2a6460bf54
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,160.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
