Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,00:48:58:275,Quaker Bot Hard,LG,4.405s,97,50,0.515,300,582,0.515,false
2,00:49:07:413,Quaker Bot Hard,LG,8.861s,150,50,0.333,300,900,0.333,false
3,00:49:18:494,Quaker Bot Hard,LG,10.801s,190,50,0.263,300,1140,0.263,false
4,00:49:28:389,Quaker Bot Hard,LG,7.4s,162,50,0.309,300,972,0.309,false
5,00:49:36:770,Quaker Bot Hard,LG,5.883s,129,50,0.388,300,774,0.388,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,810,268,1608.0,4860.0,

Kills:,5
Deaths:,0
Fight Time:,37.349998
Avg TTK:,7.47
Damage Done:,1608.0
Damage Taken:,2352.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,133.767227
Score:,1206.992554
Scenario:,RexStrafesCata
Hash:,840135c10eab0223ff661b2a6460bf54
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,150.0
Sens Scale:,Quake/Source
Horiz Sens:,2.0
Vert Sens:,2.0
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
