Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,23:22:22:566,Quaker Bot Hard,LG,4.136s,91,50,0.549,300,546,0.549,false
2,23:22:31:792,Quaker Bot Hard,LG,6.669s,146,50,0.342,300,876,0.342,false
3,23:22:40:200,Quaker Bot Hard,LG,8.134s,127,50,0.394,300,762,0.394,false
4,23:22:47:607,Quaker Bot Hard,LG,5.055s,111,50,0.45,300,666,0.45,false
5,23:22:56:036,Quaker Bot Hard,LG,5.885s,129,50,0.388,300,774,0.388,false
6,23:23:03:138,Quaker Bot Hard,LG,4.688s,103,50,0.485,300,618,0.485,false
7,23:23:10:834,Quaker Bot Hard,LG,5.1s,112,50,0.446,300,672,0.446,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,918,371,2226.0,5508.0,

Kills:,7
Deaths:,0
Fight Time:,39.667
Avg TTK:,5.667
Damage Done:,2226.0
Damage Taken:,2436.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,136.546463
Score:,2206.601318
Scenario:,RexStrafesCata
Hash:,840135c10eab0223ff661b2a6460bf54
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,160.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
