Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:13:50:786,Quaker Bot Long Strafes,LG,5.242s,115,50,0.435,300,690,0.435,false
2,19:13:58:521,Quaker Bot Long Strafes,LG,7.46s,122,50,0.41,300,732,0.41,false
3,19:14:08:436,Quaker Bot Long Strafes,LG,9.642s,167,50,0.299,300,1002,0.299,false
4,19:14:15:906,Quaker Bot Long Strafes,LG,7.192s,124,50,0.403,300,744,0.403,false
5,19:14:21:559,Quaker Bot Long Strafes,LG,5.379s,83,50,0.602,300,498,0.602,false
6,19:14:29:104,Quaker Bot Long Strafes,LG,5.335s,117,50,0.427,300,702,0.427,false
7,19:14:36:815,Quaker Bot Long Strafes,LG,5.565s,122,50,0.41,300,732,0.41,false
8,19:14:43:495,Quaker Bot Long Strafes,LG,4.782s,105,50,0.476,300,630,0.476,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,955,400,2400.0,5730.0,

Kills:,8
Deaths:,0
Fight Time:,50.597
Avg TTK:,6.325
Damage Done:,2400.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,7200.0
Scenario:,Close Long Strafes
Hash:,83561ba3083cb7b6cb2b283139537f55
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
