Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,00:57:40:787,target_decay,pistol,0s,1,1,1,25,50,0.5,false
2,00:57:42:371,target_decay,pistol,0.945s,2,1,0.5,25,100,0.25,false
3,00:57:43:977,target_decay,pistol,0.883s,2,1,0.5,25,100,0.25,false
4,00:57:48:286,target_decay,pistol,3.617s,5,1,0.2,25,250,0.1,false
5,00:57:48:999,target_decay,pistol,0s,1,1,1,25,50,0.5,false
6,00:57:50:610,target_decay,pistol,0.966s,2,1,0.5,25,100,0.25,false
7,00:57:53:151,target_decay,pistol,1.83s,3,1,0.333,25,150,0.167,false
8,00:57:55:700,target_decay,pistol,1.838s,3,1,0.333,25,150,0.167,false
9,00:57:56:401,target_decay,pistol,0s,1,1,1,25,50,0.5,false
10,00:57:57:070,target_decay,pistol,0s,1,1,1,25,50,0.5,false
11,00:58:05:076,target_decay,pistol,7.355s,9,1,0.111,25,450,0.056,false
12,00:58:09:350,target_decay,pistol,3.505s,5,1,0.2,25,250,0.1,false
13,00:58:10:027,target_decay,pistol,0s,1,1,1,25,50,0.5,false
14,00:58:19:721,target_decay,pistol,8.966s,11,1,0.091,25,550,0.045,false
15,00:58:21:301,target_decay,pistol,0.848s,2,1,0.5,25,100,0.25,false
16,00:58:26:485,target_decay,pistol,4.469s,6,1,0.167,25,300,0.083,false
17,00:58:28:073,target_decay,pistol,0.858s,2,1,0.5,25,100,0.25,false
18,00:58:33:300,target_decay,pistol,4.454s,6,1,0.167,25,300,0.083,false
19,00:58:34:835,target_decay,pistol,0.756s,2,1,0.5,25,100,0.25,false
20,00:58:39:074,target_decay,pistol,3.517s,5,1,0.2,25,250,0.1,false
21,00:58:39:820,target_decay,pistol,0s,1,1,1,25,50,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,71,21,525.0,3550.0,

Kills:,21
Deaths:,0
Fight Time:,44.806999
Avg TTK:,2.134
Damage Done:,525.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,621.12677
Scenario:,Reflex Flick - Fair
Hash:,a51ec6c2d75ccb78bdb0d20bf4ce9cb7
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
