Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,13:29:46:373,Pigeon,LG,1.513s,34,17,0.5,102,204,0.5,false
2,13:29:49:254,Pigeon,LG,2.128s,40,17,0.425,102,240,0.425,false
3,13:29:51:542,Pigeon,LG,1.607s,36,17,0.472,102,216,0.472,false
4,13:29:53:095,Pigeon,LG,1.24s,28,17,0.607,102,168,0.607,false
5,13:29:55:722,Pigeon,LG,1.52s,34,17,0.5,102,204,0.5,false
6,13:29:58:262,Pigeon,LG,1.833s,41,17,0.415,102,246,0.415,false
7,13:30:00:637,Pigeon,LG,1.655s,37,17,0.459,102,222,0.459,false
8,13:30:04:775,Pigeon,LG,3.864s,85,17,0.2,102,510,0.2,false
9,13:30:07:049,Pigeon,LG,1.653s,37,17,0.459,102,222,0.459,false
10,13:30:10:118,Pigeon,LG,2.434s,49,17,0.347,102,294,0.347,false
11,13:30:13:199,Pigeon,LG,2.52s,36,17,0.472,102,216,0.472,false
12,13:30:16:045,Pigeon,LG,2.067s,46,17,0.37,102,276,0.37,false
13,13:30:18:022,Pigeon,LG,1.575s,27,17,0.63,102,162,0.63,false
14,13:30:20:461,Pigeon,LG,1.801s,34,17,0.5,102,204,0.5,false
15,13:30:24:743,Pigeon,LG,3.268s,68,32,0.471,192,408,0.471,false
16,13:30:25:342,Pigeon,LG,0.086s,3,2,0.667,12,18,0.667,false
17,13:30:29:104,Pigeon,LG,2.574s,57,23,0.404,138,342,0.404,false
18,13:30:30:930,Pigeon,LG,1.053s,24,11,0.458,66,144,0.458,false
19,13:30:33:307,Pigeon,LG,2.157s,34,17,0.5,102,204,0.5,false
20,13:30:38:049,Pigeon,LG,3.914s,69,17,0.246,102,414,0.246,false
21,13:30:40:283,Pigeon,LG,1.974s,44,17,0.386,102,264,0.386,false
22,13:30:42:150,Pigeon,LG,1.333s,30,17,0.567,102,180,0.567,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,926,387,2322.0,5556.0,

Kills:,22
Deaths:,0
Fight Time:,43.769001
Avg TTK:,1.99
Damage Done:,2322.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,2322.0
Scenario:,LG Pin Practice 360
Hash:,1bd8936343724d18465795b9d93c8ac1
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,150.0
Sens Scale:,Quake/Source
Horiz Sens:,2.0
Vert Sens:,2.0
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
