Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,23:34:03:840,Pigeon,pistol,7.491s,6,1,0.167,100,1200,0.083,false
2,23:34:12:402,Pigeon,pistol,6.194s,4,1,0.25,100,800,0.125,false
3,23:34:15:986,Pigeon,pistol,2.096s,2,1,0.5,100,400,0.25,false
4,23:34:31:193,Pigeon4,pistol,13.515s,9,1,0.111,100,1800,0.056,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,31,4,400.0,6200.0,

Kills:,4
Deaths:,0
Fight Time:,29.296
Avg TTK:,7.324
Damage Done:,400.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,40.0
Scenario:,Popcorn Sparky
Hash:,49dbf5ac7aeb2cf0c06533f2384ff4de
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,216.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
