Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,15:26:30.496,Pigeon3,pistol,1.438s,2,1,0.5,100,400,0.25,false
2,15:26:33.237,Pigeon,pistol,1.217s,2,1,0.5,100,400,0.25,false
3,15:26:35.678,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
4,15:26:38.379,Pigeon4,pistol,1.445s,2,1,0.5,100,400,0.25,false
5,15:26:44.316,Pigeon5,pistol,4.427s,3,1,0.333,100,600,0.167,false
6,15:26:48.270,Pigeon5,pistol,1.909s,2,1,0.5,100,400,0.25,false
7,15:26:54.198,Pigeon,pistol,4.544s,4,1,0.25,100,800,0.125,false
8,15:26:56.227,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
9,15:27:04.260,Pigeon3,pistol,5.229s,4,1,0.25,100,800,0.125,false
10,15:27:07.388,Pigeon5,pistol,2.001s,2,1,0.5,100,400,0.25,false
11,15:27:13.387,Pigeon2,pistol,4.144s,4,1,0.25,100,800,0.125,false
12,15:27:17.338,Pigeon2,pistol,2.831s,3,1,0.333,100,600,0.167,false
13,15:27:22.933,Pigeon4,pistol,4.032s,3,1,0.333,100,600,0.167,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,35,13,1300.0,7000.0,

Kills:,13
Deaths:,0
Fight Time:,33.216999
Avg TTK:,4.615
Damage Done:,1300.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,22
Distance Traveled:,0.0
Score:,130.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.8.5
Challenge Start:,15:26:27.611
Pause Count:,11
Pause Duration:,325

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.199677
Resolution Scale,100.0
