Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,02:49:08.120,Pigeon,LG,1.837s,35,20,0.571,120,210,0.571,false
2,02:49:10.553,Pigeon,LG,2.112s,40,20,0.5,120,240,0.5,false
3,02:49:13.260,Pigeon,LG,2.381s,45,20,0.444,120,270,0.444,false
4,02:49:16.938,Pigeon,LG,3.353s,63,20,0.317,120,378,0.317,false
5,02:49:21.594,Pigeon,LG,4.33s,81,39,0.481,234,486,0.481,false
6,02:49:22.406,Pigeon,LG,0.487s,10,1,0.1,6,60,0.1,false
7,02:49:25.651,Pigeon,LG,2.922s,55,20,0.364,120,330,0.364,false
8,02:49:29.495,Pigeon,LG,3.519s,66,20,0.303,120,396,0.303,false
9,02:49:33.012,Pigeon,LG,3.193s,60,20,0.333,120,360,0.333,false
10,02:49:35.503,Pigeon,LG,2.166s,41,21,0.512,126,246,0.512,false
11,02:49:38.048,Pigeon,LG,2.222s,42,19,0.452,114,252,0.452,false
12,02:49:40.534,Pigeon,LG,2.165s,41,20,0.488,120,246,0.488,false
13,02:49:44.760,Pigeon,LG,3.899s,73,20,0.274,120,438,0.274,false
14,02:49:55.743,Pigeon,LG,10.661s,198,47,0.237,282,1188,0.237,false
15,02:49:57.423,Pigeon,LG,1.353s,26,6,0.231,36,156,0.231,false
16,02:50:01.319,Pigeon,LG,3.57s,67,20,0.299,120,402,0.299,false
17,02:50:05.269,Pigeon,LG,3.628s,68,20,0.294,120,408,0.294,false
18,02:50:08.191,Pigeon,LG,2.595s,49,20,0.408,120,294,0.408,false
19,02:50:09.812,Pigeon,LG,1.3s,25,7,0.28,42,150,0.28,false
20,02:50:15.120,Pigeon,LG,4.979s,93,20,0.215,120,558,0.215,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1187,400,2400.0,7122.0,

Kills:,20
Deaths:,0
Fight Time:,62.672001
Avg TTK:,4.152
Damage Done:,2400.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,20.0
Scenario:,fuglaab180t
Hash:,d34e45dd8eeddb71fbbf8fb7f1830f86
Game Version:,v2.8.5
Challenge Start:,02:49:05.586
Pause Count:,11
Pause Duration:,154

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,346.036926
Resolution Scale,100.0
