Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,20:17:39.642,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
2,20:17:41.317,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
3,20:17:48.401,Pigeon,pistol,6.546s,5,1,0.2,100,1000,0.1,false
4,20:17:50.026,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
5,20:17:51.516,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
6,20:17:53.644,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
7,20:17:56.873,Pigeon,pistol,1.245s,2,1,0.5,100,400,0.25,false
8,20:18:02.242,Pigeon4,pistol,3.441s,3,1,0.333,100,600,0.167,false
9,20:18:06.361,Pigeon3,pistol,3.097s,3,1,0.333,100,600,0.167,false
10,20:18:08.703,Pigeon2,pistol,1.275s,2,1,0.5,100,400,0.25,false
11,20:18:10.050,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
12,20:18:14.505,Pigeon2,pistol,2.816s,3,1,0.333,100,600,0.167,false
13,20:18:26.263,Pigeon,pistol,10.103s,8,1,0.125,100,1600,0.062,false
14,20:18:30.427,Pigeon3,pistol,2.962s,3,1,0.333,100,600,0.167,false
15,20:18:31.680,Pigeon5,pistol,0.001s,1,1,1,100,200,0.5,false
16,20:18:37.377,Pigeon4,pistol,3.544s,2,1,0.5,100,400,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,38,16,1600.0,7600.0,

Kills:,16
Deaths:,0
Fight Time:,35.029999
Avg TTK:,3.744
Damage Done:,1600.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,22
Distance Traveled:,0.0
Score:,160.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.8.5
Challenge Start:,20:17:37.903
Pause Count:,9
Pause Duration:,100

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.834137
Resolution Scale,100.0
