Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,00:33:15.357,Pigeon,pistol,7.423s,5,1,0.2,100,1000,0.1,false
2,00:33:16.644,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
3,00:33:20.799,Pigeon3,pistol,2.349s,2,1,0.5,100,400,0.25,false
4,00:33:25.012,Pigeon5,pistol,2.363s,2,1,0.5,100,400,0.25,false
5,00:33:26.326,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
6,00:33:28.936,Pigeon3,pistol,1.407s,2,1,0.5,100,400,0.25,false
7,00:33:30.226,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
8,00:33:37.464,Pigeon4,pistol,5.798s,4,1,0.25,100,800,0.125,false
9,00:33:38.956,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
10,00:33:40.433,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
11,00:33:42.037,Pigeon4,pistol,0.001s,1,1,1,100,200,0.5,false
12,00:33:48.736,Pigeon,pistol,4.503s,4,1,0.25,100,800,0.125,false
13,00:33:50.386,Pigeon,pistol,0s,1,1,1,100,200,0.5,false
14,00:33:59.845,Pigeon2,pistol,7.835s,5,1,0.2,100,1000,0.1,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,33,14,1400.0,6600.0,

Kills:,14
Deaths:,0
Fight Time:,31.679001
Avg TTK:,0
Damage Done:,1400.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,19
Distance Traveled:,0.0
Score:,140.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,2.0.5.3
Challenge Start:,00:33:06.413
Pause Count:,45
Pause Duration:,102

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.55127
Resolution Scale,100.0
