Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,13:38:55.898,Pigeon,pistol,2.024s,2,1,0.5,100,400,0.25,false
2,13:39:00.222,Pigeon3,pistol,3.173s,3,1,0.333,100,600,0.167,false
3,13:39:00.973,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
4,13:39:10.539,Pigeon3,pistol,8.421s,5,1,0.2,100,1000,0.1,false
5,13:39:11.968,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
6,13:39:14.572,Pigeon4,pistol,1.368s,2,1,0.5,100,400,0.25,false
7,13:39:26.554,Pigeon3,pistol,9.074s,6,1,0.167,100,1200,0.083,false
8,13:39:29.741,Pigeon4,pistol,1.625s,2,1,0.5,100,400,0.25,false
9,13:39:31.407,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
10,13:39:41.037,Pigeon4,pistol,7.535s,5,1,0.2,100,1000,0.1,false
11,13:39:52.312,Pigeon5,pistol,8.299s,5,1,0.2,100,1000,0.1,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,33,11,1100.0,6600.0,

Kills:,11
Deaths:,0
Fight Time:,41.519001
Avg TTK:,5.445
Damage Done:,1100.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,22
Distance Traveled:,0.0
Score:,110.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.8.5
Challenge Start:,13:38:52.738
Pause Count:,7
Pause Duration:,100

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.490326
Resolution Scale,100.0
