Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,18:53:32.849,Pigeon4,pistol,0.001s,1,1,1,100,200,0.5,false
2,18:53:34.951,Pigeon5,pistol,0.001s,1,1,1,100,200,0.5,false
3,18:53:36.420,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
4,18:53:38.121,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
5,18:53:39.752,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
6,18:53:41.082,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
7,18:53:48.137,Pigeon5,pistol,4.589s,3,1,0.333,100,600,0.167,false
8,18:53:57.474,Pigeon,pistol,8.03s,6,1,0.167,100,1200,0.083,false
9,18:53:59.301,Pigeon,pistol,0s,1,1,1,100,200,0.5,false
10,18:54:10.588,Pigeon4,pistol,8.949s,6,1,0.167,100,1200,0.083,false
11,18:54:12.388,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
12,18:54:14.156,Pigeon5,pistol,0.001s,1,1,1,100,200,0.5,false
13,18:54:20.693,Pigeon5,pistol,4.405s,3,1,0.333,100,600,0.167,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,33,13,1300.0,6600.0,

Kills:,13
Deaths:,0
Fight Time:,25.976
Avg TTK:,4.615
Damage Done:,1300.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,20
Distance Traveled:,0.0
Score:,130.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.8.5
Challenge Start:,18:53:31.718
Pause Count:,8
Pause Duration:,29

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.358002
Resolution Scale,100.0
