Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,12:35:50.414,smooth_1,Track Master 100,7.87s,759,600,0.791,600,759,0.791,false
2,12:36:05.150,smooth_2,Track Master 100,14.486s,1306,1000,0.766,1000,1306,0.766,false
3,12:36:27.571,smooth_3,Track Master 100,22.169s,2027,900,0.444,900,2027,0.444,false
4,12:36:45.038,smooth_4,Track Master 100,17.21s,1569,1000,0.637,1000,1569,0.637,false
5,12:37:11.758,smooth_5,Track Master 100,26.469s,2382,700,0.294,700,2382,0.294,false
6,12:37:26.641,smooth_6,Track Master 100,14.631s,1301,500,0.384,500,1301,0.384,false
7,12:37:54.592,smooth_7,Track Master 100,27.692s,2599,700,0.269,700,2599,0.269,false
8,12:38:15.953,smooth_8,Track Master 100,21.341s,1938,400,0.206,400,1938,0.206,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Track Master 100,13882,5801,5801.0,13882.0,

Kills:,8
Deaths:,0
Fight Time:,151.867996
Avg TTK:,0
Damage Done:,5801.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,845.75592
Scenario:,Thin Gauntlet
Hash:,c9ac12b07df37670e1fe392eafd263d9
Game Version:,v2.6.3
Challenge Start:,12:35:41.708
Pause Count:,1
Pause Duration:,114

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,400
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,296.859253
Resolution Scale,100.0
