Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,02:29:27.899,Pigeon2,pistol,0.739s,2,1,0.5,100,400,0.25,false
2,02:29:32.102,Pigeon3,pistol,3.236s,5,1,0.2,100,1000,0.1,false
3,02:29:34.747,Pigeon5,pistol,1.4s,3,1,0.333,100,600,0.167,false
4,02:29:37.895,Pigeon4,pistol,1.76s,3,1,0.333,100,600,0.167,false
5,02:29:38.805,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
6,02:29:42.906,Pigeon3,pistol,2.614s,4,1,0.25,100,800,0.125,false
7,02:29:45.875,Pigeon5,pistol,1.291s,2,1,0.5,100,400,0.25,false
8,02:29:49.833,Pigeon3,pistol,3.129s,5,1,0.2,100,1000,0.1,false
9,02:29:55.510,Pigeon3,pistol,3.619s,4,1,0.25,100,800,0.125,false
10,02:29:56.319,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
11,02:30:02.628,Pigeon,pistol,4.685s,5,1,0.2,100,1000,0.1,false
12,02:30:09.860,Pigeon5,pistol,5.062s,6,1,0.167,100,1200,0.083,false
13,02:30:13.711,Pigeon,pistol,2.652s,4,1,0.25,100,800,0.125,false
14,02:30:14.471,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
15,02:30:15.845,Pigeon2,pistol,0.582s,2,1,0.5,100,400,0.25,false
16,02:30:19.614,Pigeon3,pistol,2.551s,5,1,0.2,100,1000,0.1,false
17,02:30:22.054,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
18,02:30:23.236,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,56,18,1800.0,11200.0,
LG,0,0,0.0,0.0,

Kills:,18
Deaths:,0
Fight Time:,33.32
Avg TTK:,0
Damage Done:,1800.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,636.428589
Scenario:,POPCORN
Hash:,21f0bc5b7d01c9cc8a25f4e5a195770b
Game Version:,2.0.5.3
Challenge Start:,02:29:25.986
Pause Count:,54
Pause Duration:,931

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.666443
Resolution Scale,100.0
