Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:18:06.518,Watcher Bot Long Strafes,Manwing,1.782s,4,2,0.5,800,1600,0.5,false
2,19:18:08.818,Watcher Bot Long Strafes,Manwing,1.633s,3,2,0.667,800,1200,0.667,false
3,19:18:12.385,Watcher Bot Long Strafes,Manwing,2.601s,5,2,0.4,800,2000,0.4,false
4,19:18:15.843,Watcher Bot Long Strafes,Manwing,1.042s,3,2,0.667,800,1200,0.667,false
5,19:18:17.768,Watcher Bot Long Strafes,Manwing,0.917s,3,2,0.667,800,1200,0.667,false
6,19:18:19.793,Watcher Bot Long Strafes,Manwing,1.459s,4,2,0.5,800,1600,0.5,false
7,19:18:21.727,Watcher Bot Long Strafes,Manwing,1.201s,3,2,0.667,800,1200,0.667,false
8,19:18:25.260,Watcher Bot Long Strafes,Manwing,2.576s,5,2,0.4,800,2000,0.4,false
9,19:18:27.294,Watcher Bot Long Strafes,Manwing,1.184s,4,3,0.75,800,1600,0.5,false
10,19:18:37.328,Watcher Bot Long Strafes,Manwing,9.3s,8,2,0.25,800,3200,0.25,false
11,19:18:40.069,Watcher Bot Long Strafes,Manwing,1.7s,4,2,0.5,800,1600,0.5,false
12,19:18:42.360,Watcher Bot Long Strafes,Manwing,1.307s,3,2,0.667,600,1200,0.5,false
13,19:18:44.660,Watcher Bot Long Strafes,Manwing,1.133s,3,2,0.667,800,1200,0.667,false
14,19:18:46.078,Watcher Bot Long Strafes,Manwing,0.751s,2,2,1,800,800,1,false
15,19:18:47.487,Watcher Bot Long Strafes,Manwing,0.55s,2,2,1,800,800,1,false
16,19:18:52.687,Watcher Bot Long Strafes,Manwing,3.485s,6,3,0.5,1000,2400,0.417,false
17,19:18:53.380,Watcher Bot Long Strafes,Manwing,0s,1,1,1,400,400,1,false
18,19:18:56.063,Watcher Bot Long Strafes,Manwing,1.933s,3,2,0.667,800,1200,0.667,false
19,19:18:58.931,Watcher Bot Long Strafes,Manwing,1.835s,4,2,0.5,800,1600,0.5,false
20,19:19:01.688,Watcher Bot Long Strafes,Manwing,2.058s,4,2,0.5,800,1600,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Manwing,76,42,16000.0,30400.0,

Kills:,20
Deaths:,0
Fight Time:,38.446999
Avg TTK:,0
Damage Done:,16000.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,844.618591
Score:,80000.0
Scenario:,Manwing Strafe Gallery V3 Robots
Hash:,d2d81e7e1cb4620856ec143ba80f45fa
Game Version:,2.0.4.0
Challenge Start:,19:18:03.300

Input Lag:,0
Max FPS (config):,120.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,119.966393
Resolution Scale,100.0
