Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:10:34.688,invasion,pistol HS,0.9s,2,1,0.5,25,50,0.5,false
2,19:10:36.313,invasion,pistol HS,0.959s,3,1,0.333,25,75,0.333,false
3,19:10:39.013,invasion,pistol HS,1.374s,5,1,0.2,25,125,0.2,false
4,19:10:41.163,invasion,pistol HS,0.908s,3,1,0.333,25,75,0.333,false
5,19:10:41.888,invasion,pistol HS,0s,1,1,1,25,25,1,false
6,19:10:50.514,invasion,pistol HS,7.375s,11,1,0.091,25,275,0.091,false
7,19:10:52.089,invasion,pistol HS,0.308s,2,1,0.5,25,50,0.5,false
8,19:10:52.488,invasion,pistol HS,0s,1,1,1,25,25,1,false
9,19:10:56.122,invasion,pistol HS,2.891s,7,2,0.286,30,175,0.171,false
10,19:10:57.289,invasion,pistol HS,0.342s,2,1,0.5,25,50,0.5,false
11,19:11:01.456,invasion,pistol HS,2.85s,5,2,0.4,30,125,0.24,false
12,19:11:05.006,invasion,pistol HS,2.317s,5,1,0.2,25,125,0.2,false
13,19:11:06.431,invasion,pistol HS,0.65s,2,1,0.5,25,50,0.5,false
14,19:11:07.156,invasion,pistol HS,0s,1,1,1,25,25,1,false
15,19:11:14.781,invasion,pistol HS,5.658s,7,2,0.286,30,175,0.171,false
16,19:11:16.273,invasion,pistol HS,0.925s,2,1,0.5,25,50,0.5,false
17,19:11:18.273,invasion,pistol HS,1.108s,4,2,0.5,30,100,0.3,false
18,19:11:20.748,invasion,pistol HS,1.391s,3,1,0.333,25,75,0.333,false
19,19:11:22.873,invasion,pistol HS,1.441s,5,1,0.2,25,125,0.2,false
20,19:11:25.115,invasion,pistol HS,1.258s,3,1,0.333,25,75,0.333,false
21,19:11:28.815,invasion,pistol HS,2.933s,5,1,0.2,25,125,0.2,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol HS,83,25,545.0,2075.0,

Kills:,21
Deaths:,0
Fight Time:,35.588001
Avg TTK:,0
Damage Done:,545.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,884.036194
Scenario:,Invasion Clicking
Hash:,9dbd55728461255381787dbbc7b0ee94
Game Version:,2.0.4.0
Challenge Start:,19:10:32.895

Input Lag:,0
Max FPS (config):,120.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,119.969803
Resolution Scale,100.0
