Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,04:34:18.224,narrow_flick_bot,pistol HS,5.04s,10,2,0.2,50,250,0.2,false
2,04:34:22.359,narrow_flick_bot,pistol HS,3.444s,10,4,0.4,60,250,0.24,false
3,04:34:29.694,narrow_flick_bot,pistol HS,6.782s,13,3,0.231,55,325,0.169,false
4,04:34:31.288,narrow_flick_bot,pistol HS,1.02s,4,2,0.5,50,100,0.5,false
5,04:34:34.256,narrow_flick_bot,pistol HS,2.236s,7,2,0.286,50,175,0.286,false
6,04:34:40.703,narrow_flick_bot,pistol HS,5.924s,11,2,0.182,50,275,0.182,false
7,04:34:46.485,narrow_flick_bot,pistol HS,5.025s,8,2,0.25,50,200,0.25,false
8,04:34:48.642,narrow_flick_bot,pistol HS,1.684s,4,2,0.5,50,100,0.5,false
9,04:34:54.448,narrow_flick_bot,pistol HS,5.343s,11,2,0.182,50,275,0.182,false
10,04:34:56.643,narrow_flick_bot,pistol HS,1.265s,3,2,0.667,50,75,0.667,false
11,04:34:59.593,narrow_flick_bot,pistol HS,2.259s,4,3,0.75,55,100,0.55,false
12,04:35:05.462,narrow_flick_bot,pistol HS,5.188s,9,2,0.222,50,225,0.222,false
13,04:35:10.510,narrow_flick_bot,pistol HS,4.347s,8,3,0.375,55,200,0.275,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol HS,103,32,700.0,2575.0,

Kills:,13
Deaths:,0
Fight Time:,49.556999
Avg TTK:,0
Damage Done:,700.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,1127.766968
Scenario:,Narrow Strafe Flick
Hash:,bf83e2deac1b36853af14f45318561de
Game Version:,2.0.5.3
Challenge Start:,04:34:12.579
Pause Count:,63
Pause Duration:,391

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.875427
Resolution Scale,100.0
