Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,18:37:01.271,Pigeon3,pistol,3.306s,3,1,0.333,100,600,0.167,false
2,18:37:04.486,Pigeon,pistol,1.265s,2,1,0.5,100,400,0.25,false
3,18:37:36.531,Pigeon5,pistol,29.908s,15,1,0.067,100,3000,0.033,false
4,18:37:39.075,Pigeon2,pistol,1.381s,2,1,0.5,100,400,0.25,false
5,18:37:47.654,Pigeon,pistol,7.37s,6,1,0.167,100,1200,0.083,false
6,18:37:51.416,Pigeon2,pistol,1.384s,2,1,0.5,100,400,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,33,6,600.0,6600.0,

Kills:,6
Deaths:,0
Fight Time:,44.613998
Avg TTK:,10
Damage Done:,600.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,27
Distance Traveled:,0.0
Score:,60.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.8.2
Challenge Start:,18:36:56.461
Pause Count:,10
Pause Duration:,26

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.242767
Resolution Scale,100.0
