Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,10:48:42.001,Pigeon3,pistol,3.093s,3,1,0.333,100,600,0.167,false
2,10:48:57.887,Pigeon,pistol,14.072s,9,1,0.111,100,1800,0.056,false
3,10:49:03.909,Pigeon4,pistol,5.064s,4,1,0.25,100,800,0.125,false
4,10:49:05.199,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
5,10:49:21.868,Pigeon5,pistol,14.372s,8,1,0.125,100,1600,0.062,false
6,10:49:23.120,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
7,10:49:25.385,Pigeon2,pistol,1.213s,2,1,0.5,100,400,0.25,false
8,10:49:29.699,Pigeon,pistol,3.162s,3,1,0.333,100,600,0.167,false
9,10:50:19.343,Pigeon3,pistol,7.435s,4,1,0.25,100,800,0.125,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,35,9,900.0,7000.0,

Kills:,9
Deaths:,0
Fight Time:,48.410999
Avg TTK:,0
Damage Done:,900.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,26
Distance Traveled:,0.0
Score:,90.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.6.3
Challenge Start:,10:50:15.210
Pause Count:,15
Pause Duration:,208

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,400
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,285.990662
Resolution Scale,100.0
