Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,17:51:50.446,Quaker Bot Fast Strafes,LG,4.737s,104,50,0.481,300,624,0.481,false
2,17:51:57.960,Quaker Bot Fast Strafes,LG,7.238s,136,50,0.368,300,816,0.368,false
3,17:52:08.551,Quaker Bot Fast Strafes,LG,10.316s,139,50,0.36,300,834,0.36,false
4,17:52:15.476,Quaker Bot Fast Strafes,LG,6.65s,123,50,0.407,300,738,0.407,false
5,17:52:22.939,Quaker Bot Fast Strafes,LG,7.186s,137,50,0.365,300,822,0.365,false
6,17:52:30.260,Quaker Bot Fast Strafes,LG,7.045s,129,50,0.388,300,774,0.388,false
7,17:52:38.881,Quaker Bot Fast Strafes,LG,8.346s,163,50,0.307,300,978,0.307,false
8,17:52:47.390,Quaker Bot Fast Strafes,LG,8.405s,164,50,0.305,300,984,0.305,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1095,400,2400.0,6570.0,

Kills:,8
Deaths:,0
Fight Time:,59.923
Avg TTK:,0
Damage Done:,2400.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,7200.0
Scenario:,Midrange Fast Strafes V2
Hash:,f8b3a53c2d64810c6b74f5d69474f711
Game Version:,v2.6.4
Challenge Start:,17:52:02.339
Pause Count:,10
Pause Duration:,42

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,400
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,296.793121
Resolution Scale,100.0
